percentage,feat_del,iteration,SAA,Feature Driven,Feature Driven-L1,BASE-retrain,CVAR,FDRR_affine0,FDRR_affine1,FDRR_affine2,FDRR_affine3,FDRR_affine4,FDRR_affine5,FDRR_reform0,FDRR_reform1,FDRR_reform2,FDRR_reform3,FDRR_reform4,FDRR_reform5
0.5,0,9,2.7150573193067427,0.7789055105828545,1.0282877407805513,0.785452108815914,0.8344680524300301,0.7789055105828545,0.9416847144196053,1.244252822764418,1.4919334038388157,1.666436563124307,2.6844922394388706,0.7789055105828545,0.8914881888270569,1.2132768418936413,1.6387388035641444,2.6470441338238992,2.68449223943887
0.25,0,9,2.7150573193067427,0.7789055105828545,1.0282877407805513,0.785452108815914,0.8344680524300301,0.7789055105828545,0.9416847144196053,1.244252822764418,1.4919334038388157,1.666436563124307,2.6844922394388706,0.7789055105828545,0.8914881888270569,1.2132768418936413,1.6387388035641444,2.6470441338238992,2.68449223943887
0.1,0,9,2.7150573193067427,0.7789055105828545,1.0282877407805513,0.785452108815914,0.8344680524300301,0.7789055105828545,0.9416847144196053,1.244252822764418,1.4919334038388157,1.666436563124307,2.6844922394388706,0.7789055105828545,0.8914881888270569,1.2132768418936413,1.6387388035641444,2.6470441338238992,2.68449223943887
0.05,0,9,2.7150573193067427,0.7789055105828545,1.0282877407805513,0.785452108815914,0.8344680524300301,0.7789055105828545,0.9416847144196053,1.244252822764418,1.4919334038388157,1.666436563124307,2.6844922394388706,0.7789055105828545,0.8914881888270569,1.2132768418936413,1.6387388035641444,2.6470441338238992,2.68449223943887
0.0,0,9,2.7150573193067427,0.7789055105828545,1.0282877407805513,0.785452108815914,0.8344680524300301,0.7789055105828545,0.9416847144196053,1.244252822764418,1.4919334038388157,1.666436563124307,2.6844922394388706,0.7789055105828545,0.8914881888270569,1.2132768418936413,1.6387388035641444,2.6470441338238992,2.68449223943887
1.0,5,8,2.7150573193067427,3.6514104717937217,5.521482627148146,2.6985353269695755,3.6514104717937217,3.0233290641507224,3.050759941869641,3.0444374348894914,3.06860940746166,3.0433618437427654,2.6844922394388706,3.0233290641507224,3.0239088499924716,3.0234902034841062,2.967682602756833,2.6625045827200644,2.68449223943887
0.5,5,8,2.7150573193067427,2.2248700588154504,3.2182820942857764,1.7254116024196808,2.252376662528318,1.899220388162663,1.9981313160037713,2.1454482097389067,2.2809605605506094,2.3544236150381614,2.6844922394388706,1.899220388162663,1.9697436594746514,2.127500338694852,2.3054040413439614,2.649384050187515,2.68449223943887
0.25,5,8,2.7150573193067427,1.6070550429731247,2.1242493295695284,1.3564229365589997,1.6377147459652095,1.4362263610266255,1.553232491200764,1.7624153277387868,1.9441505418439455,2.0602762784006035,2.6844922394388706,1.4362263610266255,1.5439033073846709,1.802295748723613,2.120393385454601,2.6546821146212953,2.68449223943887
0.1,5,8,2.7150573193067427,1.0346873934153602,1.41719434286939,0.942057482151379,1.087793396935819,0.97086575050884,1.12224037883987,1.3976985906976502,1.626589660775645,1.783142837426756,2.6844922394388706,0.97086575050884,1.0804817972112188,1.3743140207529034,1.7535860146172875,2.647151539472425,2.68449223943887
0.05,5,8,2.7150573193067427,0.8951989240436387,1.3084139064562097,0.8566329372716768,0.9486397760465858,0.8619914646594251,1.0220984391929948,1.3144955398611902,1.553909536079663,1.7204548659327432,2.6844922394388706,0.8619914646594251,0.9667957297002907,1.2670070078761355,1.660715069749897,2.648422061104935,2.68449223943887
0.0,5,8,2.7150573193067427,0.7789055105828545,1.0282877407805513,0.785452108815914,0.8344680524300301,0.7789055105828545,0.9416847144196053,1.244252822764418,1.4919334038388157,1.666436563124307,2.6844922394388706,0.7789055105828545,0.8914881888270569,1.2132768418936413,1.6387388035641444,2.6470441338238992,2.68449223943887
1.0,4,8,2.7150573193067427,3.6514104717937217,5.521482627148146,1.241853845064971,3.6514104717937217,2.7186628508459822,2.58192879244828,2.65610680997944,2.7352658257597873,2.757886642966659,2.6844922394388706,2.7186628508459822,2.4396526750005667,2.2829578084484456,2.0202006623542523,2.6580280392042,2.68449223943887
0.5,4,8,2.7150573193067427,2.1657462697330967,3.3989442478679632,0.990607540193927,2.198174067848318,1.7215509002758054,1.7274742351818375,1.922862816359989,2.08739843071177,2.1855847184616506,2.6844922394388706,1.7215509002758054,1.616115231600387,1.660944224028987,1.7402721075657717,2.654184773930013,2.68449223943887
0.25,4,8,2.7150573193067427,1.7268431255366572,2.026356496512009,0.9082412234057964,1.7630037237062282,1.4320401993629108,1.4886523117316728,1.7087185784115568,1.8997000217226896,2.023882466016049,2.6844922394388706,1.4320401993629108,1.4236475608039487,1.6036212270823975,1.8352394952282343,2.64228655217842,2.68449223943887
0.1,4,8,2.7150573193067427,1.0856420338635173,1.6646149310696985,0.8517973173510022,1.1245961892514236,0.9995642886584619,1.1272476715083208,1.4044060213276404,1.631215279049567,1.7892047113733094,2.6844922394388706,0.9995642886584619,1.0814534090850634,1.3495762377617728,1.6931476808763535,2.6492384905346413,2.68449223943887
0.05,4,8,2.7150573193067427,0.9169806615657712,1.2827698927891624,0.8180543038890191,0.968841186287558,0.8768451370842731,1.0247130442905747,1.3150601748250008,1.5536601683619307,1.7197219911669894,2.6844922394388706,0.8768451370842731,0.9754725759218329,1.275083385585022,1.665848459858496,2.6491927620875337,2.68449223943887
0.0,4,8,2.7150573193067427,0.7789055105828545,1.0282877407805513,0.785452108815914,0.8344680524300301,0.7789055105828545,0.9416847144196053,1.244252822764418,1.4919334038388157,1.666436563124307,2.6844922394388706,0.7789055105828545,0.8914881888270569,1.2132768418936413,1.6387388035641444,2.6470441338238992,2.68449223943887
1.0,3,8,2.7150573193067427,3.6514104717937217,5.521482627148146,0.8621186563263198,3.6514104717937217,2.3667078914240283,2.1283298603086473,2.281692973933608,2.4105573025568408,2.4735199462721753,2.6844922394388706,2.3667078914240283,1.8906069261770284,1.6006701395380174,1.3340565751715925,2.654198969193063,2.68449223943887
0.5,3,8,2.7150573193067427,2.185793289602534,3.3156275080326996,0.8320687681889218,2.2103874676930095,1.543830141637653,1.51204431241744,1.7424733390760865,1.9348001073720393,2.053685709046369,2.6844922394388706,1.543830141637653,1.3635448963316272,1.3929132611625634,1.4874367500280705,2.6528811109492905,2.68449223943887
0.25,3,8,2.7150573193067427,1.5027585096909362,2.235119127687294,0.8029005730546898,1.5524012329781738,1.150133939101355,1.2530802268393892,1.5139337135138369,1.7295862030216456,1.876797818677529,2.6844922394388706,1.150133939101355,1.128732228141881,1.2827276031960568,1.5486734268104532,2.6509564553947627,2.68449223943887
0.1,3,8,2.7150573193067427,1.0018368450842121,1.4516666293354328,0.7979295914431809,1.0539131347312964,0.9148999037273555,1.037511600631058,1.3282179315754983,1.5659718493747306,1.7316550184233113,2.6844922394388706,0.9148999037273555,0.9702445706589178,1.2438120098267542,1.616023294941946,2.649717118573516,2.68449223943887
0.05,3,8,2.7150573193067427,0.9175602411922322,1.2825599138698687,0.7848426081104934,0.9695387326217848,0.8585495071429985,1.0010201990133987,1.295503689739607,1.537789483230251,1.706632858099585,2.6844922394388706,0.8585495071429985,0.9353780546765095,1.2201006084331645,1.6132205084997924,2.64763109347935,2.68449223943887
0.0,3,8,2.7150573193067427,0.7789055105828545,1.0282877407805513,0.785452108815914,0.8344680524300301,0.7789055105828545,0.9416847144196053,1.244252822764418,1.4919334038388157,1.666436563124307,2.6844922394388706,0.7789055105828545,0.8914881888270569,1.2132768418936413,1.6387388035641444,2.6470441338238992,2.68449223943887
1.0,2,8,2.7150573193067427,3.6514104717937217,5.521482627148146,0.8158673793887494,3.8528696453788642,1.8627444256903518,1.6664104644925966,1.8964840417857818,2.0750982862922926,2.1779370959134137,2.6844922394388706,1.8627444256903518,1.3490561205761304,1.0462086523956917,1.0723052030070772,2.6492478396293366,2.68449223943887
0.5,2,8,2.7150573193067427,2.3471589587320785,3.2038409881910765,0.8058205286370859,2.436915415958572,1.3551813652651754,1.3493812449210791,1.6038538055056664,1.8144886346310862,1.9508082312950419,2.6844922394388706,1.3551813652651754,1.19194135595317,1.2060598817375072,1.406566484741908,2.6505586849029426,2.68449223943887
0.25,2,8,2.7150573193067427,1.594808094700981,2.0734957658956255,0.7933066017844215,1.6876951018566084,1.1093936234889836,1.165648543722628,1.4409943225757882,1.666996614640713,1.820288273717768,2.6844922394388706,1.1093936234889836,1.0765476272789982,1.2479815757352257,1.5545568377038914,2.64706795053177,2.68449223943887
0.1,2,8,2.7150573193067427,0.9924317242251889,1.4919206966815024,0.7893092245395869,1.0926607042804,0.8661544962628339,0.9998005484416799,1.2960602043159453,1.5390033298321066,1.708157286232973,2.6844922394388706,0.8661544962628339,0.9225567772129196,1.1881437453115131,1.5782140640306381,2.648894760489113,2.68449223943887
0.05,2,8,2.7150573193067427,0.9020061047868996,1.3043590689307887,0.7845672986838749,0.9990639623029266,0.8215519988116927,0.9752037748615716,1.2741807266557774,1.518975230157738,1.6900057653943517,2.6844922394388706,0.8215519988116927,0.9119040818102637,1.204623155042188,1.602260849741074,2.647560536000718,2.68449223943887
0.0,2,8,2.7150573193067427,0.7789055105828545,1.0282877407805513,0.785452108815914,0.8344680524300301,0.7789055105828545,0.9416847144196053,1.244252822764418,1.4919334038388157,1.666436563124307,2.6844922394388706,0.7789055105828545,0.8914881888270569,1.2132768418936413,1.6387388035641444,2.6470441338238992,2.68449223943887
1.0,1,8,2.7150573193067427,3.6514104717937217,5.4788844878432705,0.7905188523445891,3.933928210928078,1.3433083432334143,1.2811877279957005,1.5591042185218569,1.7772383166873031,1.917715871215094,2.6844922394388706,1.3433083432334143,0.9839337223930271,0.9522431626425694,1.2824501728016673,2.647500800700538,2.68449223943887
0.5,1,8,2.7150573193067427,2.099299387678763,3.3576004444699947,0.7889367941906527,2.3747248754462946,1.0526466697576857,1.109621899158335,1.4012403584167987,1.634684078351127,1.7950853102548971,2.6844922394388706,1.0526466697576857,0.9119013367875174,1.0881724886530888,1.4611376172389139,2.650548693937446,2.68449223943887
0.25,1,8,2.7150573193067427,1.7021456357925893,2.005483924764542,0.7917417421746067,1.7830642379165553,0.9783727342802185,1.0555985709944906,1.3512359320832763,1.5864357598357537,1.746196317482089,2.6844922394388706,0.9783727342802185,0.9443762539352132,1.1569682406283261,1.555401724156488,2.6455130219723433,2.68449223943887
0.1,1,8,2.7150573193067427,0.9740508533384455,1.5548895688626023,0.7855138858243128,1.0864527927815606,0.8134395003172395,0.9676551592103371,1.2691031284733107,1.5146752761185636,1.6868002559322177,2.6844922394388706,0.8134395003172395,0.8811135702474852,1.1668184557241488,1.5861281159546683,2.6475419303536305,2.68449223943887
0.05,1,8,2.7150573193067427,0.9137708566760075,1.3287288920086349,0.7863016296071454,1.0567940065046841,0.8439082252276711,0.9545587686638867,1.2596715839774941,1.5062008079709184,1.67951855058821,2.6844922394388706,0.8439082252276711,0.8857959203099487,1.1858764198937641,1.6057391153955283,2.6464030767143796,2.68449223943887
0.0,1,8,2.7150573193067427,0.7789055105828545,1.0282877407805513,0.785452108815914,0.8344680524300301,0.7789055105828545,0.9416847144196053,1.244252822764418,1.4919334038388157,1.666436563124307,2.6844922394388706,0.7789055105828545,0.8914881888270569,1.2132768418936413,1.6387388035641444,2.6470441338238992,2.68449223943887
1.0,0,8,2.7150573193067427,0.7789055105828545,1.0282877407805513,0.785452108815914,0.8344680524300301,0.7789055105828545,0.9416847144196053,1.244252822764418,1.4919334038388157,1.666436563124307,2.6844922394388706,0.7789055105828545,0.8914881888270569,1.2132768418936413,1.6387388035641444,2.6470441338238992,2.68449223943887
0.5,0,8,2.7150573193067427,0.7789055105828545,1.0282877407805513,0.785452108815914,0.8344680524300301,0.7789055105828545,0.9416847144196053,1.244252822764418,1.4919334038388157,1.666436563124307,2.6844922394388706,0.7789055105828545,0.8914881888270569,1.2132768418936413,1.6387388035641444,2.6470441338238992,2.68449223943887
0.25,0,8,2.7150573193067427,0.7789055105828545,1.0282877407805513,0.785452108815914,0.8344680524300301,0.7789055105828545,0.9416847144196053,1.244252822764418,1.4919334038388157,1.666436563124307,2.6844922394388706,0.7789055105828545,0.8914881888270569,1.2132768418936413,1.6387388035641444,2.6470441338238992,2.68449223943887
0.1,0,8,2.7150573193067427,0.7789055105828545,1.0282877407805513,0.785452108815914,0.8344680524300301,0.7789055105828545,0.9416847144196053,1.244252822764418,1.4919334038388157,1.666436563124307,2.6844922394388706,0.7789055105828545,0.8914881888270569,1.2132768418936413,1.6387388035641444,2.6470441338238992,2.68449223943887
0.05,0,8,2.7150573193067427,0.7789055105828545,1.0282877407805513,0.785452108815914,0.8344680524300301,0.7789055105828545,0.9416847144196053,1.244252822764418,1.4919334038388157,1.666436563124307,2.6844922394388706,0.7789055105828545,0.8914881888270569,1.2132768418936413,1.6387388035641444,2.6470441338238992,2.68449223943887
0.0,0,8,2.7150573193067427,0.7789055105828545,1.0282877407805513,0.785452108815914,0.8344680524300301,0.7789055105828545,0.9416847144196053,1.244252822764418,1.4919334038388157,1.666436563124307,2.6844922394388706,0.7789055105828545,0.8914881888270569,1.2132768418936413,1.6387388035641444,2.6470441338238992,2.68449223943887
1.0,5,7,2.7150573193067427,3.6514104717937217,5.521482627148146,2.6985353269695755,3.6514104717937217,3.0233290641507224,3.050759941869641,3.0444374348894914,3.06860940746166,3.0433618437427654,2.6844922394388706,3.0233290641507224,3.0239088499924716,3.0234902034841062,2.967682602756833,2.6625045827200644,2.68449223943887
0.5,5,7,2.7150573193067427,2.1882873180981717,3.4313330885823405,1.713005459002876,2.2163281675567683,1.8748715003516352,1.9765109860156287,2.131653075327647,2.2708812402354743,2.349988730151431,2.6844922394388706,1.8748715003516352,1.909347167255481,2.064204311319752,2.256892930618649,2.6549746048657483,2.68449223943887
0.25,5,7,2.7150573193067427,1.5294630440272352,2.1910819071773937,1.3008355439192456,1.5679989340470308,1.3757525199220288,1.4945256776582425,1.7136303916504636,1.9014437017297188,2.024334452490403,2.6844922394388706,1.3757525199220288,1.459287595201559,1.702218598504192,2.014214961138188,2.650943830881955,2.68449223943887
0.1,5,7,2.7150573193067427,1.0506862188584913,1.6090116737485596,0.9768461466290315,1.0958712699217856,0.9921511440630172,1.1379516116521362,1.4126445828422607,1.6400485725719844,1.795624463131838,2.6844922394388706,0.9921511440630172,1.0943062701199555,1.382570631052647,1.7586299120719604,2.6504044541567406,2.68449223943887
0.05,5,7,2.7150573193067427,0.9622930124525764,1.2522510975468717,0.901617178618275,1.011347996634549,0.9269060018261533,1.0765416005930153,1.357739198101733,1.5907023295893117,1.7535255535866132,2.6844922394388706,0.9269060018261533,1.0347183554815529,1.3423080798044027,1.737872047771211,2.6438082060011334,2.68449223943887
0.0,5,7,2.7150573193067427,0.7789055105828545,1.0282877407805513,0.785452108815914,0.8344680524300301,0.7789055105828545,0.9416847144196053,1.244252822764418,1.4919334038388157,1.666436563124307,2.6844922394388706,0.7789055105828545,0.8914881888270569,1.2132768418936413,1.6387388035641444,2.6470441338238992,2.68449223943887
1.0,4,7,2.7150573193067427,3.6514104717937217,5.521482627148146,1.2614061127074376,3.6514104717937217,2.7367060970332746,2.585230381649802,2.6617006863185595,2.7395611921549303,2.7562512734686373,2.6844922394388706,2.7367060970332746,2.448146396500719,2.3007422474948966,2.0536909902058453,2.6582786553084667,2.68449223943887
0.5,4,7,2.7150573193067427,2.149365494096654,3.3711697698613343,0.967530751515753,2.1838714671151025,1.6780848864156914,1.7258158064217042,1.9213263029561019,2.0894230556570634,2.1909443997932994,2.6844922394388706,1.6780848864156914,1.60144138448358,1.6758892871429312,1.771588222176623,2.6533041159330235,2.68449223943887
0.25,4,7,2.7150573193067427,1.59898014377772,2.1534075427617902,0.9553499722386827,1.638890703838185,1.3739888044102886,1.4192430512591028,1.6571640070720055,1.8567590761122514,1.9869739613166448,2.6844922394388706,1.3739888044102886,1.3324656145420846,1.5020814525070734,1.733049404726186,2.6471669552624837,2.68449223943887
0.1,4,7,2.7150573193067427,1.0471027579630596,1.4497187868148529,0.8125471181573087,1.0931036551901057,0.9693846941046592,1.0927006061336244,1.3732140731226232,1.6048432219003297,1.7656700130258924,2.6844922394388706,0.9693846941046592,1.040193043252405,1.318332090160178,1.6814274242787162,2.6496277205754706,2.68449223943887
0.05,4,7,2.7150573193067427,0.9746255769919412,1.207469510210217,0.7939076452407785,1.0240667246030621,0.9361452661170273,1.0444994469655742,1.3325224335643888,1.5700233673389936,1.7352660586545368,2.6844922394388706,0.9361452661170273,0.9934031907023416,1.2900394384017586,1.6792261296933344,2.6461108723433253,2.68449223943887
0.0,4,7,2.7150573193067427,0.7789055105828545,1.0282877407805513,0.785452108815914,0.8344680524300301,0.7789055105828545,0.9416847144196053,1.244252822764418,1.4919334038388157,1.666436563124307,2.6844922394388706,0.7789055105828545,0.8914881888270569,1.2132768418936413,1.6387388035641444,2.6470441338238992,2.68449223943887
1.0,3,7,2.7150573193067427,3.6514104717937217,5.521482627148146,0.888522269880722,3.6514104717937217,2.2348732142238688,2.1397081786944825,2.290753766406185,2.4184063145519397,2.4792851962842875,2.6844922394388706,2.2348732142238688,1.9117734946842773,1.639022223231235,1.3767120112274795,2.654672408097026,2.68449223943887
0.5,3,7,2.7150573193067427,2.328872201301585,3.2485397487137044,0.8350254664983291,2.3413680860086896,1.6532339122548285,1.585387962775372,1.8048285465095528,1.9899462939602985,2.104503423577919,2.6844922394388706,1.6532339122548285,1.4707669903285594,1.4543008543912455,1.4383447233438655,2.6505773805225177,2.68449223943887
0.25,3,7,2.7150573193067427,1.4768589369700502,2.2924755881250487,0.80352107458726,1.5267695154563359,1.1204093053445192,1.2496966874911914,1.5166910262569016,1.7316175740806443,1.8770051607479221,2.6844922394388706,1.1204093053445192,1.1082199101491914,1.2481318830353976,1.5095160922487896,2.654188659167685,2.68449223943887
