,percentage missing,iteration,Persistence,FD50,Feature-Driven,Feature-Driven-L1,RF,FDRR-R,FDRR-A
0,66.859,4,0.5701474064447318,0.7425577534011846,0.7425577534011846,0.7425689812667221,0.7413597364462431,0.43601901728866926,1.0654401938248612
0,66.859,3,0.5695134177803306,0.7090744318326369,0.7090744318326369,0.7090917425536708,0.6997435437898082,0.4008593646347262,1.0980997507394545
0,66.859,2,0.6053465747583968,0.709575719087106,0.709575719087106,0.7095784328942278,0.6999944170293528,0.4216135893088583,1.058305808136135
0,66.859,1,0.5834837577355142,0.7114597959259856,0.7114597959259856,0.7114442427484111,0.7049706254356493,0.44170412088734956,1.1149406854223731
0,66.859,0,0.5829790411355312,0.7032157063360958,0.7032157063360958,0.7032264480489203,0.7031613011855652,0.43985258150262396,1.1351855314096961
0,49.806,4,0.5085434136691723,0.6222866265425747,0.6222866265425747,0.6222846788140965,0.6133422981029517,0.3464765329980473,0.825330786018471
0,49.806,3,0.5545625079375033,0.5908407419137053,0.5908407419137053,0.590843472510396,0.5913042999207306,0.3511600182696451,0.8169599420384561
0,49.806,2,0.5306814220624628,0.6070094770810798,0.6070094770810798,0.6070323475578722,0.5996440998808412,0.35126030326778185,0.8472594922614229
0,49.806,1,0.483163893998632,0.5773484265180379,0.5773484265180379,0.5773169665424852,0.584515154168912,0.3372208539661779,0.9225696436783951
0,49.806,0,0.5380143636046643,0.6006456392744185,0.6006456392744185,0.6006502740649531,0.5867329518705156,0.3366649785063066,0.8211975091339404
0,16.998,4,0.34738342435719083,0.3359714087394464,0.3359714087394464,0.33596806746812224,0.32517590515811506,0.2554956929659317,0.3594761431204508
0,16.998,3,0.29703017925697783,0.3164392351692673,0.3164392351692673,0.31643982366928697,0.3098170555182233,0.25893550964285655,0.34677091480902317
0,16.998,2,0.30122402067752774,0.33488653190936346,0.33488653190936346,0.3348988953658952,0.3216747706874646,0.26582564894053395,0.3630920065663839
0,16.998,1,0.31996230534796327,0.3360652019525731,0.3360652019525731,0.3360519928181265,0.3266589737163559,0.2703485002885142,0.38920474651977655
0,16.998,0,0.3685662893148935,0.3464698291041604,0.3464698291041604,0.3464813627867585,0.3349822587511253,0.25974203773503374,0.414029814387986
0,8.718,4,0.28364753260607706,0.28348403597883204,0.28348403597883204,0.28348143362949163,0.2740133762862504,0.24738880463010435,0.3162683239667821
0,8.718,3,0.2713982961079192,0.27792018362021065,0.27792018362021065,0.27791801562807805,0.26568265299944793,0.2414188581803094,0.28830761535336336
0,8.718,2,0.258219727569792,0.28773147314102465,0.28773147314102465,0.28772668751109304,0.28695490933578616,0.25750358402772217,0.3260663114489855
0,8.718,1,0.2653180490346764,0.2774368173704692,0.2774368173704692,0.27744139005119667,0.26940089504356574,0.23827236810472094,0.2875194438502267
0,8.718,0,0.281469079322778,0.25726106289771256,0.25726106289771256,0.2572649061877936,0.2602986170977636,0.23540119093706427,0.2759951091771667
0,2.014,4,0.2282772999531166,0.22149020553395646,0.22149020553395646,0.2214921764645454,0.22149686699104895,0.21547446572941717,0.22275496913068446
0,2.014,3,0.2787071996459145,0.22985548338209696,0.22985548338209696,0.2298493783885895,0.22492478019372453,0.22176489834385088,0.2295468433138373
0,2.014,2,0.2348871604016136,0.21986714721086065,0.21986714721086065,0.21987081451671273,0.22196344958433273,0.22067757697081,0.228927517809467
0,2.014,1,0.22364512269897216,0.21765484341106767,0.21765484341106767,0.21764812505392936,0.21977765104681568,0.22002792428301887,0.2309456436291374
0,2.014,0,0.2269186448110507,0.22293861528217637,0.22293861528217637,0.22293892569820772,0.22366634743901428,0.21966611256425767,0.22529228916284
0,0.0,4,0.22253754183098898,0.21148591067912584,0.21148591067912584,0.2114859776156336,0.2131674332918003,0.21148591067912584,0.21148591067912584
0,0.0,3,0.22253754183098898,0.21148591067912584,0.21148591067912584,0.2114859776156336,0.2131674332918003,0.21148591067912584,0.21148591067912584
0,0.0,2,0.22253754183098898,0.21148591067912584,0.21148591067912584,0.2114859776156336,0.2131674332918003,0.21148591067912584,0.21148591067912584
0,0.0,1,0.22253754183098898,0.21148591067912584,0.21148591067912584,0.2114859776156336,0.2131674332918003,0.21148591067912584,0.21148591067912584
0,0.0,0,0.22253754183098898,0.21148591067912584,0.21148591067912584,0.2114859776156336,0.2131674332918003,0.21148591067912584,0.21148591067912584
