,percentage missing,iteration,Persistence,FD50,Feature-Driven,Feature-Driven-L1,RF,FDRR-R,FDRR-A
0,67.673,4,0.6737361110869969,0.6088909421975276,0.6088909421975276,0.6087060619027354,0.5821479896809216,0.44579965235748487,1.337769630123882
0,67.673,3,0.5959485956857025,0.5574974888256741,0.5574974888256741,0.5574058387358957,0.5448331620381663,0.45028590202712493,1.3354546202660953
0,67.673,2,0.6026191861819028,0.554415035014766,0.554415035014766,0.5542635171079883,0.5481770368769664,0.43545513630734134,1.336630989855555
0,67.673,1,0.6019706572467076,0.5559482234652778,0.5559482234652778,0.555847393156552,0.547924076921707,0.4360954153789353,1.3310986388849084
0,67.673,0,0.6086565045530223,0.5637789613583435,0.5637789613583435,0.5636700086669686,0.5582934993429309,0.4489634459637975,1.3220322696495177
0,50.041,4,0.4633870486092127,0.43126930532843416,0.43126930532843416,0.43117829629843407,0.42531654081667164,0.3682193986316784,0.9778858365751796
0,50.041,3,0.507115698590673,0.46298877601448457,0.46298877601448457,0.46288132038321655,0.4601484303722998,0.35673260625081693,0.8192331346223635
0,50.041,2,0.4668996585441135,0.42974950532890854,0.42974950532890854,0.429664700767757,0.4274682155585319,0.3449549558173081,0.9038915747566647
0,50.041,1,0.5170301695677385,0.46513613721583635,0.46513613721583635,0.46501394222531095,0.46094751296241143,0.3529026502403101,0.8629275898742852
0,50.041,0,0.4705008524985964,0.44058694177781216,0.44058694177781216,0.4405252678047436,0.4583122811976237,0.36820941622406445,0.8702020049823616
0,16.663,4,0.2777332571333637,0.2612135551084768,0.2612135551084768,0.261196758598469,0.26785482149239437,0.26589513718199004,0.37157516065590596
0,16.663,3,0.2995978894604168,0.2748630370268151,0.2748630370268151,0.27480251732196526,0.2779713181173851,0.2706187873858604,0.3808386178299799
0,16.663,2,0.37549633541713634,0.34102747827238733,0.34102747827238733,0.3409630151754751,0.3212657893322058,0.28447722034704986,0.4075093583788705
0,16.663,1,0.2956523925260219,0.2778067227266611,0.2778067227266611,0.2777672552558115,0.27531444529178917,0.275554122119682,0.3372519982760742
0,16.663,0,0.3170982428939166,0.29224708693081114,0.29224708693081114,0.29222303970907215,0.2903047742054331,0.27301723087032226,0.3781617645121137
0,9.918,4,0.2972049098041633,0.27615424006658984,0.27615424006658984,0.2761104558065912,0.2770973100690333,0.2581851659400942,0.29026874204123626
0,9.918,3,0.2643083140958887,0.24522211859408008,0.24522211859408008,0.2451961988770103,0.2503550827130737,0.25371419729493205,0.3565314971238022
0,9.918,2,0.2508990135713711,0.23634279608308933,0.23634279608308933,0.2363366839636129,0.2391060067717869,0.2615056630661889,0.31329754328020054
0,9.918,1,0.2841163696411383,0.267002334303189,0.267002334303189,0.266972231697867,0.26298799913251014,0.258598330315405,0.28650728421830707
0,9.918,0,0.2881191789144967,0.2634807881401914,0.2634807881401914,0.26344478921136166,0.2601278631740444,0.25467573451511344,0.3091949726652243
0,2.298,4,0.2330808680066339,0.22016239841913016,0.22016239841913016,0.2201590876327808,0.22274687856067507,0.2190667953091087,0.2325884830419433
0,2.298,3,0.22504851509658244,0.21308918743726168,0.21308918743726168,0.21308267076329235,0.21379084128298184,0.21560203146074222,0.21914747677517787
0,2.298,2,0.23283526181863767,0.21995421169738302,0.21995421169738302,0.21994664516841253,0.21974809188153263,0.22434439232857584,0.24211643584219344
0,2.298,1,0.23226869272931788,0.2182086066739778,0.2182086066739778,0.21819788932679568,0.21634266893637077,0.21681882600394425,0.2216874881872361
0,2.298,0,0.2321247532441526,0.21835541958531218,0.21835541958531218,0.21834781949361182,0.21892043398322023,0.21620206261292288,0.2235547097712847
0,0.0,4,0.22253754183098898,0.21048986160026267,0.21048986160026267,0.21048559505690945,0.21053974355467614,0.21048986160026267,0.21048986160026267
0,0.0,3,0.22253754183098898,0.21048986160026267,0.21048986160026267,0.21048559505690945,0.21053974355467614,0.21048986160026267,0.21048986160026267
0,0.0,2,0.22253754183098898,0.21048986160026267,0.21048986160026267,0.21048559505690945,0.21053974355467614,0.21048986160026267,0.21048986160026267
0,0.0,1,0.22253754183098898,0.21048986160026267,0.21048986160026267,0.21048559505690945,0.21053974355467614,0.21048986160026267,0.21048986160026267
0,0.0,0,0.22253754183098898,0.21048986160026267,0.21048986160026267,0.21048559505690945,0.21053974355467614,0.21048986160026267,0.21048986160026267
