,percentage missing,iteration,Persistence,FD50,Feature-Driven,Feature-Driven-L1,RF,FDRR-R,FDRR-A
0,67.018,4,0.7312721052368774,0.7741991812405649,0.7738769759510881,0.7737932449065035,0.7738638532044991,0.4305736309864578,1.3788632261820546
0,67.018,3,0.5447476091738648,0.7180161043467991,0.7176196062635677,0.7175925085607575,0.7265191655542309,0.442997656107978,1.298453359631524
0,67.018,2,0.6210509040623154,0.7373190969232416,0.736847969342674,0.7367973548843555,0.7361155461680232,0.43877417742015845,1.3056986508696982
0,67.018,1,0.6066882994630746,0.7399406374125831,0.739561989891898,0.739496281842726,0.7516104733924589,0.46165993508556347,1.40137437954684
0,67.018,0,0.6216440717343212,0.6986768883201254,0.6984790373623717,0.698430780610186,0.7127011091183362,0.4065159126905937,1.336537549875531
0,49.812,4,0.4739959611234096,0.5611313422406409,0.56101275546594,0.5609705685066643,0.5689583734803678,0.351546846166143,0.8603639514817897
0,49.812,3,0.4954508497234179,0.573397152634704,0.5729201566928999,0.572851009158487,0.5612551757649302,0.3508235811293653,0.8549795993880991
0,49.812,2,0.47509994731998667,0.6059668742130496,0.6059496650107814,0.6058870272625558,0.5998164525509466,0.36865728480217413,0.9836859418707343
0,49.812,1,0.5740031962928824,0.6024984409420422,0.6026069955283201,0.6025664248354393,0.6084823031911314,0.38216598369599913,0.9098795289838092
0,49.812,0,0.5257583099270483,0.5681245779636838,0.5679571761733169,0.5679166619771712,0.5714817430491799,0.3763475044185631,0.8966980507385816
0,15.783,4,0.3760953973588612,0.3725846280999618,0.3725733020256765,0.3724877748548664,0.36594620863218186,0.2730974331166093,0.38352087669416696
0,15.783,3,0.4049168497273719,0.2990503432191669,0.2989797903604898,0.2989659741192159,0.30159936809093063,0.2843211347395513,0.37763819161634626
0,15.783,2,0.3056111449115228,0.3624616802591822,0.3624510684878848,0.36239819050323846,0.35794259905020054,0.27239344190263654,0.37553005246952953
0,15.783,1,0.3050929907007811,0.3217496122258697,0.32159859251530715,0.32162010063934776,0.326554745039986,0.2776604597775493,0.412965167819902
0,15.783,0,0.30437437345231144,0.3438813660284287,0.34410985049139337,0.3440678180135619,0.3420275759437625,0.2769347349824187,0.37567068898449335
0,8.587,4,0.28467555177953163,0.2635733992503778,0.26365089498638583,0.26365664374406506,0.2704361017509384,0.26276775253991286,0.3660238159825291
0,8.587,3,0.26885025210393887,0.30492259843551045,0.3049996641038819,0.3049583712108724,0.2934611578226764,0.25292856389418955,0.31476169147238126
0,8.587,2,0.24375998769430446,0.2840104817243545,0.2840223481780123,0.2839896084585091,0.27863436942490394,0.24799141958021356,0.3102517147080641
0,8.587,1,0.2664152572723486,0.27378048065721866,0.27382011009623486,0.2738099040339706,0.27228468961576846,0.2544402360985032,0.3107956240692546
0,8.587,0,0.31454815843527884,0.2833409179175082,0.2835361995092599,0.2835189888454696,0.278986223616978,0.2537890688693357,0.3107007102575266
0,2.327,4,0.24155833125863058,0.2288920410560903,0.2288930707024052,0.22887826900682184,0.2284335406913041,0.21832047165750937,0.22252102588976705
0,2.327,3,0.23404290798212957,0.23329818801227611,0.23333841198927124,0.2333228154852959,0.23115556050376249,0.22537106732747403,0.2432721313086526
0,2.327,2,0.2417244729115891,0.2507926868316728,0.25091616083750745,0.2508981160220012,0.24923284622810452,0.22937618663883627,0.25099348651065934
0,2.327,1,0.22760717783070042,0.2228326386944849,0.2228492528912143,0.22283862782274277,0.22381094290877787,0.21796462520275559,0.23544291862822303
0,2.327,0,0.23651710274499227,0.23277569545275592,0.23283331048175945,0.23281795667853036,0.23281240049410218,0.22276011376338348,0.23538348195396971
0,0.0,4,0.22253754183098898,0.21048922194739683,0.21048986160026267,0.21048559505690945,0.21130850024546355,0.21048986160026267,0.21048986160026267
0,0.0,3,0.22253754183098898,0.21048922194739683,0.21048986160026267,0.21048559505690945,0.21130850024546355,0.21048986160026267,0.21048986160026267
0,0.0,2,0.22253754183098898,0.21048922194739683,0.21048986160026267,0.21048559505690945,0.21130850024546355,0.21048986160026267,0.21048986160026267
0,0.0,1,0.22253754183098898,0.21048922194739683,0.21048986160026267,0.21048559505690945,0.21130850024546355,0.21048986160026267,0.21048986160026267
0,0.0,0,0.22253754183098898,0.21048922194739683,0.21048986160026267,0.21048559505690945,0.21130850024546355,0.21048986160026267,0.21048986160026267
