,percentage missing,iteration,Persistence,FD50,Feature-Driven,Feature-Driven-L1,RF,FDRR-R,FDRR-A
0,66.708,4,0.6969934343381481,0.6515170476511096,0.6515170476511096,0.6515170476511096,0.6349865028643661,0.4814015022951846,0.8733442361223951
0,66.708,3,0.7040714464111155,0.6566982759151259,0.6566982759151259,0.6566982759151259,0.6398441292127129,0.4648846978911596,0.8830733937732584
0,66.708,2,0.6502761652444928,0.6062207267326918,0.6062207267326918,0.6062207267326918,0.5900929911109928,0.43344458250480833,0.8827721794154296
0,66.708,1,0.5932426967462464,0.5645352858487492,0.5645352858487492,0.5645352858487492,0.5705454983373408,0.43699015373746847,0.8863247552979737
0,66.708,0,0.5913855559542663,0.5567479340335826,0.5567479340335826,0.5567479340335826,0.5595808356368339,0.45589146275393144,0.8947596389225517
0,49.548,4,0.48233800523938947,0.45881435698578577,0.45881435698578577,0.45881435698578577,0.47024843238889963,0.3259612899537962,0.7264223594581545
0,49.548,3,0.48478591135750304,0.4598839258233124,0.4598839258233124,0.4598839258233124,0.4942361438110152,0.3437914137876845,0.6808832078638501
0,49.548,2,0.5519512046509174,0.516539731013436,0.516539731013436,0.516539731013436,0.5238061323934589,0.34129883055614924,0.7281341515260036
0,49.548,1,0.5786539224115642,0.5364541322144988,0.5364541322144988,0.5364541322144988,0.5237424982005817,0.3474277568818122,0.6987526400979355
0,49.548,0,0.5230284838749917,0.48578632671360883,0.48578632671360883,0.48578632671360883,0.4707099008782326,0.3506549151143321,0.735406896213019
0,15.205,4,0.3345037357051446,0.31263808005096205,0.31263808005096205,0.31263808005096205,0.3234981717286643,0.25365829046955596,0.3886443401280135
0,15.205,3,0.3310628380446312,0.31161538356365637,0.31161538356365637,0.31161538356365637,0.31828556155057103,0.25496520517787996,0.3757171400316718
0,15.205,2,0.334059979531844,0.3157882698740517,0.3157882698740517,0.3157882698740517,0.3263079298260322,0.24282467149121784,0.34885317365883517
0,15.205,1,0.3076377837221466,0.2892568022790517,0.2892568022790517,0.2892568022790517,0.29436553310802666,0.24962577605565425,0.3593456272486456
0,15.205,0,0.30192603223204606,0.28887590989893314,0.28887590989893314,0.28887590989893314,0.30598614112850075,0.24965879512747344,0.36663404313307923
0,9.208,4,0.2984275442474451,0.2810396349682167,0.2810396349682167,0.2810396349682167,0.28312553758108905,0.24174450399498057,0.2951744818577909
0,9.208,3,0.287695688849041,0.2734811747240725,0.2734811747240725,0.2734811747240725,0.2738674030447647,0.23237525680260546,0.315981272332308
0,9.208,2,0.3098447499587588,0.2919912208829759,0.2919912208829759,0.2919912208829759,0.30006868306533263,0.2333278523524399,0.2802924936975923
0,9.208,1,0.26947617575924876,0.25977857610815,0.25977857610815,0.25977857610815,0.2649050864482128,0.24509790261157507,0.29574825832351415
0,9.208,0,0.25950089183586716,0.2540930003756048,0.2540930003756048,0.2540930003756048,0.2765481778944385,0.237587360584252,0.2860860710645089
0,2.13,4,0.22761465522518007,0.2199118255430299,0.2199118255430299,0.2199118255430299,0.23207677859742584,0.2161638160665083,0.2281841021414089
0,2.13,3,0.23904699412796096,0.23061219600979438,0.23061219600979438,0.23061219600979438,0.24332739515706145,0.222213621932492,0.24244685409494757
0,2.13,2,0.22509221605786206,0.21808329259314943,0.21808329259314943,0.21808329259314943,0.23161067174655736,0.2222665531962722,0.23002543810867546
0,2.13,1,0.23082151090605768,0.225530208606796,0.225530208606796,0.225530208606796,0.24193149147846868,0.22170710754990008,0.2316230219098646
0,2.13,0,0.23671651173321706,0.22790341382991652,0.22790341382991652,0.22790341382991652,0.23789660845747002,0.2168721115860608,0.2272020185803519
0,0.0,4,0.22253754183098898,0.21571977736206524,0.21571977736206524,0.21571977736206524,0.22845237874121307,0.21571977736206524,0.21571977736206524
0,0.0,3,0.22253754183098898,0.21571977736206524,0.21571977736206524,0.21571977736206524,0.22845237874121307,0.21571977736206524,0.21571977736206524
0,0.0,2,0.22253754183098898,0.21571977736206524,0.21571977736206524,0.21571977736206524,0.22845237874121307,0.21571977736206524,0.21571977736206524
0,0.0,1,0.22253754183098898,0.21571977736206524,0.21571977736206524,0.21571977736206524,0.22845237874121307,0.21571977736206524,0.21571977736206524
0,0.0,0,0.22253754183098898,0.21571977736206524,0.21571977736206524,0.21571977736206524,0.22845237874121307,0.21571977736206524,0.21571977736206524
