,percentage missing,iteration,Persistence,FD50,Feature-Driven,Feature-Driven-L1,RF,FDRR-R
0,66.581,4,0.6467584652300125,0.5626390258233276,0.5626390258233276,0.5626374423421349,0.5333384341070679,0.35409632800728763
0,66.581,3,0.6174600194369521,0.5486680274434713,0.5486680274434713,0.5486665189223385,0.5237734788663325,0.34839688476982916
0,66.581,2,0.5757804597891287,0.5099894260257617,0.5099894260257617,0.5099900254767068,0.49559734418600465,0.35941963488148293
0,66.581,1,0.5465844709770096,0.490016280514546,0.490016280514546,0.49001377325016127,0.4829786799040502,0.34468521466623037
0,66.581,0,0.6104669419607922,0.5439428168603329,0.5439428168603329,0.5439414494484643,0.5203939843744372,0.35730870196704395
0,51.028,4,0.5633600782927813,0.49252818558586536,0.49252818558586536,0.49252553342971905,0.4648273868793859,0.3274034495192733
0,51.028,3,0.5727531084798967,0.4951363671330838,0.4951363671330838,0.4951328644561743,0.4552983169606749,0.3196365500945266
0,51.028,2,0.5914669641655546,0.51651273827176,0.51651273827176,0.5165104484880364,0.47861681983847704,0.3299223036983033
0,51.028,1,0.4744367346154474,0.42828737603678485,0.42828737603678485,0.42828503393930445,0.40924555677477825,0.3293277660264524
0,51.028,0,0.552612933569784,0.4836484784963257,0.4836484784963257,0.48364657663069927,0.4637199561830129,0.3212999439472213
0,16.968,4,0.34860915040343426,0.2998689220648659,0.2998689220648659,0.2998685407128784,0.2746896190091303,0.29411020179647973
0,16.968,3,0.2986812966749327,0.26637535149268243,0.26637535149268243,0.26637475220441614,0.26021122967667715,0.28510222232128146
0,16.968,2,0.29210159038581907,0.25994426074089555,0.25994426074089555,0.25994371983055886,0.25281564005582374,0.2919782702275049
0,16.968,1,0.3191002800451142,0.2844728862239331,0.2844728862239331,0.28447251806977714,0.27611067548055346,0.2980187953731471
0,16.968,0,0.29672730874493436,0.2667431600854003,0.2667431600854003,0.2667425952969788,0.24977662493439506,0.285494825766074
0,8.992,4,0.26504659117126855,0.24029616928223801,0.24029616928223801,0.24029567467305893,0.23056488701518188,0.26256677913584253
0,8.992,3,0.2707932541161566,0.24342092281261696,0.24342092281261696,0.2434208819760829,0.2337268656001796,0.2697232013760116
0,8.992,2,0.29648379949967535,0.26416485497382985,0.26416485497382985,0.26416395056364655,0.24408646904567433,0.2755338718290778
0,8.992,1,0.24805282319210012,0.2251570370368165,0.2251570370368165,0.225156428189129,0.22015497428018416,0.26643814167070007
0,8.992,0,0.2589117404025011,0.23337379681203152,0.23337379681203152,0.2333733613688924,0.22630653449445803,0.265805175600602
0,2.165,4,0.23080884994740036,0.2104310868557504,0.2104310868557504,0.2104312130352375,0.2067402530046989,0.22376433263533127
0,2.165,3,0.2249898120410307,0.2060756832261193,0.2060756832261193,0.20607590516909524,0.20563127711830084,0.22522076153203477
0,2.165,2,0.23190587277748045,0.21099807243382399,0.21099807243382399,0.21099811639832625,0.20861439561655234,0.2285971362931149
0,2.165,1,0.2363998354467784,0.21536016541595127,0.21536016541595127,0.21536026624510562,0.21235357345451064,0.22573920555166593
0,2.165,0,0.22582216395950477,0.20753182716861657,0.20753182716861657,0.20753171651000218,0.20509311638884817,0.22796967340137592
0,0.0,4,0.22253754183098898,0.2043687782170957,0.2043687782170957,0.2043689546635253,0.20305361559036733,0.2043687782170957
0,0.0,3,0.22253754183098898,0.2043687782170957,0.2043687782170957,0.2043689546635253,0.20305361559036733,0.2043687782170957
0,0.0,2,0.22253754183098898,0.2043687782170957,0.2043687782170957,0.2043689546635253,0.20305361559036733,0.2043687782170957
0,0.0,1,0.22253754183098898,0.2043687782170957,0.2043687782170957,0.2043689546635253,0.20305361559036733,0.2043687782170957
0,0.0,0,0.22253754183098898,0.2043687782170957,0.2043687782170957,0.2043689546635253,0.20305361559036733,0.2043687782170957
