,DA Price,Net Load Forecast,System Margin,Day,Hour,Month,DA Price_24,DA Price_144,DA Price_168
2017-12-08 08:00:00,69.94,73264.0,1.0082439911754462,4,8,12,80.0,69.65,85.63000000000001
2017-12-08 09:00:00,70.51,72559.0,0.9979912227951431,4,9,12,78.0,71.01000000000002,81.93
2017-12-08 10:00:00,70.62,71247.0,0.9821665886164868,4,10,12,76.20000000000002,70.09,78.0
2017-12-08 11:00:00,71.01,70714.0,0.9922407412134051,4,11,12,74.26000000000002,68.52000000000001,79.99000000000002
2017-12-08 12:00:00,67.9,69786.0,0.9876827149136257,4,12,12,72.00000000000001,62.49000000000001,76.73000000000002
2017-12-08 13:00:00,63.56,67730.0,0.9703402978899462,4,13,12,71.70000000000002,61.100000000000016,75.71000000000001
2017-12-08 14:00:00,62.2,66491.0,0.9609956545141852,4,14,12,69.74,56.87000000000001,76.67000000000003
2017-12-08 15:00:00,65.36,66725.0,0.9526248063236955,4,15,12,68.57000000000001,60.440000000000005,76.60000000000001
2017-12-08 16:00:00,71.69,70229.0,0.9669889963321107,4,16,12,77.53000000000002,74.14000000000001,85.69000000000001
2017-12-08 17:00:00,78.66,73589.0,0.9864124974884468,4,17,12,84.47000000000001,81.4,87.14
2017-12-08 18:00:00,79.45,74518.0,1.0014270019068787,4,18,12,84.89,80.73000000000002,81.66
2017-12-08 19:00:00,73.81,71450.0,0.9875758676142553,4,19,12,77.01000000000002,71.47,77.59
2017-12-08 20:00:00,67.9,67481.0,0.9558911265196813,4,20,12,64.35,67.49000000000001,71.47
2017-12-08 21:00:00,67.21,66411.0,0.9580458295637144,4,21,12,69.95000000000002,66.27000000000001,70.62
2017-12-08 22:00:00,66.87,69643.0,0.9942895532415184,4,22,12,67.61000000000001,63.04000000000001,70.32000000000001
2017-12-08 23:00:00,67.71,66100.0,0.9473372143165157,4,23,12,58.15,63.710000000000015,64.4
2017-12-09 00:00:00,60.58,62965.0,0.932039644698981,5,0,12,57.04,57.86000000000001,59.180000000000014
2017-12-09 01:00:00,57.99,62040.0,0.9359654849422384,5,1,12,56.080000000000005,56.430000000000014,58.01000000000001
2017-12-09 02:00:00,56.0,59065.0,0.9173775856024308,5,2,12,40.11,50.05000000000001,54.43
2017-12-09 03:00:00,55.54,57439.0,0.9022200529499638,5,3,12,35.250000000000014,48.94000000000001,53.070000000000014
2017-12-09 04:00:00,56.69,57827.0,0.9002118145445988,5,4,12,43.470000000000006,49.000000000000014,53.07999999999999
2017-12-09 05:00:00,59.76,60115.0,0.9088168152646767,5,5,12,58.000000000000014,50.81000000000001,54.040000000000006
2017-12-09 06:00:00,64.7,62979.0,0.9248886772901672,5,6,12,66.08000000000001,54.02000000000002,56.94000000000002
2017-12-09 07:00:00,69.46,66132.0,0.934047312411035,5,7,12,68.2,54.59,62.600000000000016
2017-12-09 08:00:00,75.42,68664.0,0.9443708609271523,5,8,12,69.94,56.20000000000001,69.65
2017-12-09 09:00:00,76.81,69576.0,0.952424651607913,5,9,12,70.51,60.87000000000001,71.01000000000002
2017-12-09 10:00:00,74.33,68810.0,0.946136014377621,5,10,12,70.62,62.760000000000005,70.09
2017-12-09 11:00:00,73.62,69219.0,0.9657455950175411,5,11,12,71.01,64.92000000000002,68.52000000000001
2017-12-09 12:00:00,71.7,68921.0,0.9779053467725786,5,12,12,67.9,62.02000000000001,62.49000000000001
2017-12-09 13:00:00,68.02,66295.0,0.9599650921784663,5,13,12,63.56000000000001,58.03000000000002,61.100000000000016
2017-12-09 14:00:00,65.08,64614.0,0.9401968623342248,5,14,12,62.20000000000001,57.07000000000001,56.87000000000001
2017-12-09 15:00:00,67.7,64742.0,0.9332653258157456,5,15,12,65.36,57.31000000000001,60.440000000000005
2017-12-09 16:00:00,73.62,68116.0,0.9430069743917372,5,16,12,71.69,70.69,74.14000000000001
2017-12-09 17:00:00,82.92,71693.0,0.9637993850288106,5,17,12,78.66,76.41,81.4
2017-12-09 18:00:00,83.11,72140.0,0.9902749082103989,5,18,12,79.45000000000002,77.07,80.73000000000002
2017-12-09 19:00:00,76.89,69641.0,0.9637804037941815,5,19,12,73.81,74.82,71.47
2017-12-09 20:00:00,70.97,66789.0,0.9485297110987475,5,20,12,67.9,69.30000000000001,67.49000000000001
2017-12-09 21:00:00,69.19,65931.0,0.9445318377675945,5,21,12,67.21,65.65,66.27000000000001
2017-12-09 22:00:00,64.4,69522.0,0.996214657610998,5,22,12,66.87,63.72000000000001,63.04000000000001
2017-12-09 23:00:00,60.15,67223.0,1.0129999289621368,5,23,12,67.71000000000001,68.71000000000001,63.710000000000015
2017-12-10 00:00:00,58.52,64031.0,1.0044577394568597,6,0,12,60.58000000000001,58.250000000000014,57.86000000000001
2017-12-10 01:00:00,56.36,62322.0,1.004664513814137,6,1,12,57.990000000000016,55.910000000000004,56.430000000000014
2017-12-10 02:00:00,52.41,58111.0,0.9550206368812701,6,2,12,56.00000000000001,55.15000000000001,50.05000000000001
2017-12-10 03:00:00,40.0,55100.0,0.9332453299359929,6,3,12,55.54000000000002,55.150000000000006,48.94000000000001
2017-12-10 04:00:00,38.0,53431.0,0.9125527202111843,6,4,12,56.69000000000001,58.570000000000014,49.000000000000014
2017-12-10 05:00:00,25.13,52911.0,0.9247541358542349,6,5,12,59.76000000000001,68.63000000000002,50.81000000000001
2017-12-10 06:00:00,29.48,52808.0,0.9127789046653144,6,6,12,64.7,83.32000000000001,54.02000000000002
2017-12-10 07:00:00,31.37,53863.0,0.9259941361071413,6,7,12,69.46,103.39000000000003,54.59
2017-12-10 08:00:00,41.91,55164.0,0.9258861439312567,6,8,12,75.42,103.39000000000003,56.20000000000001
2017-12-10 09:00:00,50.62,56367.0,0.9313211765527842,6,9,12,76.81,97.02000000000001,60.87000000000001
2017-12-10 10:00:00,52.44,56286.0,0.9274838638495062,6,10,12,74.33000000000001,94.79000000000002,62.760000000000005
2017-12-10 11:00:00,53.5,56536.0,0.9389638923818868,6,11,12,73.62,85.74000000000001,64.92000000000002
2017-12-10 12:00:00,51.55,55684.0,0.9335625077970142,6,12,12,71.70000000000002,85.00000000000001,62.02000000000001
2017-12-10 13:00:00,40.69,52410.0,0.9022716014436346,6,13,12,68.02,90.5,58.03000000000002
2017-12-10 14:00:00,46.47,50399.0,0.8689165186500888,6,14,12,65.08000000000001,86.73000000000003,57.07000000000001
2017-12-10 15:00:00,42.89,50483.0,0.8559947932878689,6,15,12,67.7,88.75000000000003,57.31000000000001
2017-12-10 16:00:00,50.62,54584.0,0.8826741501582869,6,16,12,73.62,106.11000000000001,70.69
2017-12-10 17:00:00,56.79,58845.0,0.9004512238949007,6,17,12,82.92,111.36,76.41
2017-12-10 18:00:00,62.04,60939.0,0.9080545618931561,6,18,12,83.11000000000001,104.0,77.07
2017-12-10 19:00:00,63.6,60443.0,0.9126291772916387,6,19,12,76.89000000000001,83.99,74.82
2017-12-10 20:00:00,64.09,58450.0,0.9081665343417882,6,20,12,70.97000000000001,76.54000000000002,69.30000000000001
2017-12-10 21:00:00,59.8,58007.0,0.904283148800181,6,21,12,69.19,74.69,65.65
2017-12-10 22:00:00,54.94,62106.0,0.9533057382626446,6,22,12,64.4,69.99000000000001,63.72000000000001
2017-12-10 23:00:00,37.44,61502.0,1.0034057760740414,6,23,12,60.150000000000006,71.35000000000001,68.71000000000001
2017-12-11 00:00:00,37.37,59217.0,0.9870596013979409,0,0,12,58.52000000000002,68.0,58.250000000000014
2017-12-11 01:00:00,34.69,57861.0,0.974555472869199,0,1,12,56.35999999999999,62.750000000000014,55.910000000000004
2017-12-11 02:00:00,25.59,54501.0,0.9350283390438374,0,2,12,52.41000000000001,59.220000000000006,55.15000000000001
2017-12-11 03:00:00,27.4,52895.0,0.9083954867087397,0,3,12,40.0,59.220000000000006,55.150000000000006
2017-12-11 04:00:00,36.9,54854.0,0.8998968947113052,0,4,12,38.0,61.38000000000001,58.570000000000014
2017-12-11 05:00:00,47.95,59811.0,0.9170280919579329,0,5,12,25.130000000000006,71.40000000000002,68.63000000000002
2017-12-11 06:00:00,62.0,64537.0,0.9577423599941511,0,6,12,29.48,107.27000000000004,83.32000000000001
2017-12-11 07:00:00,65.4,66997.0,0.9727802981205443,0,7,12,31.370000000000005,135.56,103.39000000000003
2017-12-11 08:00:00,73.05,66837.0,0.954667545104399,0,8,12,41.91000000000001,120.86000000000003,103.39000000000003
2017-12-11 09:00:00,73.05,66309.0,0.9456279570430821,0,9,12,50.62000000000001,99.21000000000002,97.02000000000001
2017-12-11 10:00:00,75.46,66404.0,0.9484251036853446,0,10,12,52.44000000000001,110.00000000000003,94.79000000000002
2017-12-11 11:00:00,68.63,66468.0,0.9674693172214583,0,11,12,53.50000000000001,102.68000000000002,85.74000000000001
2017-12-11 12:00:00,66.5,66134.0,0.9669188697596282,0,12,12,51.55000000000001,103.39000000000001,85.00000000000001
2017-12-11 13:00:00,55.38,65187.0,0.9595709256364306,0,13,12,40.69,106.18000000000005,90.5
2017-12-11 14:00:00,54.13,63719.0,0.9406111416412131,0,14,12,46.47000000000001,108.75000000000001,86.73000000000003
2017-12-11 15:00:00,55.85,64090.0,0.9296695775611858,0,15,12,42.89000000000002,117.93000000000004,88.75000000000003
2017-12-11 16:00:00,66.12,67174.0,0.9286621403800127,0,16,12,50.620000000000005,94.92000000000003,106.11000000000001
2017-12-11 17:00:00,75.37,70415.0,0.942476244841652,0,17,12,56.79000000000001,114.75000000000003,111.36
2017-12-11 18:00:00,75.72,71540.0,0.9636372358542611,0,18,12,62.04000000000001,99.49000000000002,104.0
2017-12-11 19:00:00,71.46,68112.0,0.9440386282035409,0,19,12,63.600000000000016,90.00000000000001,83.99
2017-12-11 20:00:00,59.01,64700.0,0.9296602198198662,0,20,12,64.09000000000002,84.89000000000001,76.54000000000002
2017-12-11 21:00:00,54.8,62991.0,0.9104080194220378,0,21,12,59.8,79.80000000000001,74.69
2017-12-11 22:00:00,54.04,66578.0,0.9584580295579491,0,22,12,54.94000000000001,76.69,69.99000000000001
2017-12-11 23:00:00,53.98,63245.0,0.9450876290809023,0,23,12,37.44,80.0,71.35000000000001
2017-12-12 00:00:00,50.62,60700.0,0.9179364787956673,1,0,12,37.370000000000005,75.69,68.0
2017-12-12 01:00:00,49.28,60441.0,0.9195599862495702,1,1,12,34.69,73.12000000000002,62.750000000000014
2017-12-12 02:00:00,39.64,57882.0,0.8965385687664158,1,2,12,25.590000000000007,71.18,59.220000000000006
2017-12-12 03:00:00,40.58,56920.0,0.8813960366755398,1,3,12,27.400000000000006,70.9,59.220000000000006
2017-12-12 04:00:00,51.58,59184.0,0.8896771495724647,1,4,12,36.90000000000001,71.18000000000004,61.38000000000001
2017-12-12 05:00:00,60.99,65094.0,0.9377041887364279,1,5,12,47.95000000000001,79.30000000000003,71.40000000000002
2017-12-12 06:00:00,80.43,73083.0,1.0030997645243258,1,6,12,62.000000000000014,114.75000000000003,107.27000000000004
2017-12-12 07:00:00,105.0,76763.0,1.026480600815987,1,7,12,65.40000000000002,110.99000000000002,135.56
2017-12-12 08:00:00,114.59,76958.0,1.0282459486460889,1,8,12,73.05000000000001,105.00000000000003,120.86000000000003
2017-12-12 09:00:00,109.4,76503.0,1.0195166450386093,1,9,12,73.05000000000001,100.93,99.21000000000002
2017-12-12 10:00:00,102.64,75631.0,1.0130773262428574,1,10,12,75.46,100.36000000000003,110.00000000000003
2017-12-12 11:00:00,83.98,74861.0,1.0137562878554562,1,11,12,68.63,88.99000000000001,102.68000000000002
2017-12-12 12:00:00,83.59,73937.0,1.0135091377724819,1,12,12,66.5,88.00000000000001,103.39000000000001
2017-12-12 13:00:00,83.98,72310.0,1.0105483001110347,1,13,12,55.38000000000002,82.98000000000002,106.18000000000005
2017-12-12 14:00:00,82.0,70743.0,0.9882553236768951,1,14,12,54.13,82.92000000000002,108.75000000000001
2017-12-12 15:00:00,92.13,71104.0,0.9709887507400828,1,15,12,55.850000000000016,83.02000000000002,117.93000000000004
2017-12-12 16:00:00,111.66,74316.0,0.9885770151020093,1,16,12,66.12,98.77000000000002,94.92000000000003
2017-12-12 17:00:00,108.8,77785.0,1.0240489613489765,1,17,12,75.37,105.22000000000001,114.75000000000003
2017-12-12 18:00:00,89.93,78375.0,1.0582010582010581,1,18,12,75.72,96.03000000000002,99.49000000000002
2017-12-12 19:00:00,78.0,74537.0,1.0420282502469893,1,19,12,71.46000000000001,84.97,90.00000000000001
2017-12-12 20:00:00,68.2,70299.0,1.0069302894415002,1,20,12,59.01000000000001,75.81000000000002,84.89000000000001
2017-12-12 21:00:00,64.99,67711.0,0.9887764236039386,1,21,12,54.80000000000001,74.05000000000001,79.80000000000001
2017-12-12 22:00:00,62.73,69910.0,1.0189378344997941,1,22,12,54.04000000000002,71.39000000000001,76.69
2017-12-12 23:00:00,69.59,66663.0,0.9712912781729076,1,23,12,53.98000000000001,68.80000000000001,80.0
2017-12-13 00:00:00,62.97,63368.0,0.9509313821319854,2,0,12,50.620000000000005,60.21,75.69
2017-12-13 01:00:00,55.3,62259.0,0.9534452759191411,2,1,12,49.280000000000015,59.9,73.12000000000002
2017-12-13 02:00:00,43.92,58502.0,0.9212513484358145,2,2,12,39.640000000000015,42.640000000000015,71.18
2017-12-13 03:00:00,37.67,56447.0,0.8919637496783784,2,3,12,40.580000000000005,34.88000000000001,70.9
2017-12-13 04:00:00,45.84,58069.0,0.9072452734424565,2,4,12,51.580000000000005,45.660000000000004,71.18000000000004
2017-12-13 05:00:00,55.42,62341.0,0.9292578067089853,2,5,12,60.99000000000001,61.19000000000001,79.30000000000003
2017-12-13 06:00:00,73.8,68056.0,0.9621002362384738,2,6,12,80.43000000000002,71.70000000000002,114.75000000000003
2017-12-13 07:00:00,79.96,71466.0,0.9810374160219554,2,7,12,105.00000000000001,78.9,110.99000000000002
2017-12-13 08:00:00,79.98,71607.0,0.9735504436977686,2,8,12,114.58999999999999,80.0,105.00000000000003
2017-12-13 09:00:00,79.92,71084.0,0.9753808924117836,2,9,12,109.39999999999999,78.0,100.93
2017-12-13 10:00:00,79.23,69773.0,0.9748283184521962,2,10,12,102.64,76.20000000000002,100.36000000000003
2017-12-13 11:00:00,79.13,69338.0,0.9860250395162706,2,11,12,83.98000000000002,74.26000000000002,88.99000000000001
2017-12-13 12:00:00,77.08,68497.0,0.9875496621707114,2,12,12,83.59,72.00000000000001,88.00000000000001
2017-12-13 13:00:00,72.98,66606.0,0.9749018705330316,2,13,12,83.98000000000003,71.70000000000002,82.98000000000002
2017-12-13 14:00:00,71.7,64674.0,0.9503242508907287,2,14,12,82.00000000000001,69.74,82.92000000000002
2017-12-13 15:00:00,80.65,64213.0,0.9283015052513176,2,15,12,92.13000000000002,68.57000000000001,83.02000000000002
2017-12-13 16:00:00,83.5,66371.0,0.9221937217540003,2,16,12,111.66000000000001,77.53000000000002,98.77000000000002
2017-12-13 17:00:00,101.7,69019.0,0.9394259130476488,2,17,12,108.8,84.47000000000001,105.22000000000001
2017-12-13 18:00:00,93.91,69554.0,0.953609490283069,2,18,12,89.93,84.89,96.03000000000002
2017-12-13 19:00:00,76.63,65715.0,0.9346375945838311,2,19,12,78.0,77.01000000000002,84.97
2017-12-13 20:00:00,71.01,61578.0,0.9016122048748185,2,20,12,68.20000000000002,64.35,75.81000000000002
2017-12-13 21:00:00,69.48,58942.0,0.8793823632107802,2,21,12,64.99000000000001,69.95000000000002,74.05000000000001
2017-12-13 22:00:00,59.99,61242.0,0.9088679172207232,2,22,12,62.730000000000004,67.61000000000001,71.39000000000001
2017-12-13 23:00:00,54.08,58418.0,0.9076051281364288,2,23,12,69.59,58.15,68.80000000000001
2017-12-14 00:00:00,47.39,55021.0,0.8887203530060673,3,0,12,62.97000000000001,57.04,60.21
2017-12-14 01:00:00,41.33,54266.0,0.9010670904756499,3,1,12,55.300000000000004,56.080000000000005,59.9
2017-12-14 02:00:00,23.52,51325.0,0.8857805436505607,3,2,12,43.92,40.11,42.640000000000015
2017-12-14 03:00:00,24.15,50186.0,0.8720199825596003,3,3,12,37.67000000000001,35.250000000000014,34.88000000000001
2017-12-14 04:00:00,36.29,52163.0,0.8676712133114333,3,4,12,45.84000000000001,43.470000000000006,45.660000000000004
2017-12-14 05:00:00,49.4,57541.0,0.892687816640026,3,5,12,55.42000000000001,58.000000000000014,61.19000000000001
2017-12-14 06:00:00,61.04,65267.0,0.942087619928332,3,6,12,73.8,66.08000000000001,71.70000000000002
2017-12-14 07:00:00,66.78,67872.0,0.9465174129353234,3,7,12,79.96,68.2,78.9
2017-12-14 08:00:00,70.97,67450.0,0.9292474197774214,3,8,12,79.98,69.94,80.0
2017-12-14 09:00:00,70.32,67184.0,0.9262858670035715,3,9,12,79.92000000000003,70.51,78.0
2017-12-14 10:00:00,67.44,66213.0,0.9222079775525507,3,10,12,79.23000000000002,70.62,76.20000000000002
2017-12-14 11:00:00,63.31,65481.0,0.9300794773026476,3,11,12,79.13,71.01,74.26000000000002
2017-12-14 12:00:00,63.1,64745.0,0.930870608985351,3,12,12,77.08000000000001,67.9,72.00000000000001
2017-12-14 13:00:00,61.26,63575.0,0.9265486064410072,3,13,12,72.98000000000002,63.56000000000001,71.70000000000002
2017-12-14 14:00:00,63.1,62069.0,0.9078001708800322,3,14,12,71.7,62.20000000000001,69.74
2017-12-14 15:00:00,67.14,62129.0,0.8960236600373448,3,15,12,80.65000000000002,65.36,68.57000000000001
2017-12-14 16:00:00,71.69,65104.0,0.9245011571902171,3,16,12,83.50000000000001,71.69,77.53000000000002
2017-12-14 17:00:00,75.51,68503.0,0.938169686343269,3,17,12,101.70000000000003,78.66,84.47000000000001
2017-12-14 18:00:00,75.46,69434.0,0.9501637581268025,3,18,12,93.91,79.45000000000002,84.89
2017-12-14 19:00:00,71.0,65804.0,0.9257983288024755,3,19,12,76.63,73.81,77.01000000000002
2017-12-14 20:00:00,58.97,61772.0,0.9166765375554415,3,20,12,71.01000000000002,67.9,64.35
2017-12-14 21:00:00,61.03,59090.0,0.8824812596676318,3,21,12,69.48000000000002,67.21,69.95000000000002
2017-12-14 22:00:00,54.72,62091.0,0.931743586308527,3,22,12,59.99000000000001,66.87,67.61000000000001
2017-12-14 23:00:00,48.23,59889.0,0.9182464454976303,3,23,12,54.080000000000005,67.71000000000001,58.15
2017-12-15 00:00:00,40.5,56955.0,0.906032135270384,4,0,12,47.39,60.58000000000001,57.04
2017-12-15 01:00:00,37.3,56392.0,0.9159088915528786,4,1,12,41.330000000000005,57.990000000000016,56.080000000000005
2017-12-15 02:00:00,31.99,53878.0,0.8902651441842462,4,2,12,23.520000000000007,56.00000000000001,40.11
2017-12-15 03:00:00,29.85,52613.0,0.8657879860759871,4,3,12,24.150000000000006,55.54000000000002,35.250000000000014
2017-12-15 04:00:00,34.7,54466.0,0.8782742681047766,4,4,12,36.29000000000001,56.69000000000001,43.470000000000006
2017-12-15 05:00:00,47.19,59819.0,0.9015756768752774,4,5,12,49.4,59.76000000000001,58.000000000000014
2017-12-15 06:00:00,58.18,67470.0,0.9519242139562996,4,6,12,61.04000000000001,64.7,66.08000000000001
2017-12-15 07:00:00,70.97,70644.0,0.9763962337159809,4,7,12,66.78,69.46,68.2
2017-12-15 08:00:00,71.7,70836.0,0.9647709541147069,4,8,12,70.97,75.42,69.94
2017-12-15 09:00:00,71.25,70338.0,0.9657087782484085,4,9,12,70.32,76.81,70.51
2017-12-15 10:00:00,70.73,69202.0,0.9596381878990574,4,10,12,67.44,74.33000000000001,70.62
2017-12-15 11:00:00,67.69,68571.0,0.9643595173099982,4,11,12,63.31000000000001,73.62,71.01
2017-12-15 12:00:00,65.6,68024.0,0.9744127625411131,4,12,12,63.100000000000016,71.70000000000002,67.9
2017-12-15 13:00:00,62.66,66417.0,0.9715994020926756,4,13,12,61.26000000000001,68.02,63.56000000000001
2017-12-15 14:00:00,60.45,64707.0,0.9556749496306246,4,14,12,63.100000000000016,65.08000000000001,62.20000000000001
2017-12-15 15:00:00,64.93,65106.0,0.9437105954174053,4,15,12,67.14000000000001,67.7,65.36
2017-12-15 16:00:00,74.54,68594.0,0.9565465683729623,4,16,12,71.69,73.62,71.69
2017-12-15 17:00:00,74.85,71876.0,0.9816076381344342,4,17,12,75.51000000000002,82.92,78.66
2017-12-15 18:00:00,71.69,72436.0,0.9938591861168685,4,18,12,75.46000000000001,83.11000000000001,79.45000000000002
2017-12-15 19:00:00,67.3,69060.0,0.9613757371415181,4,19,12,71.00000000000001,76.89000000000001,73.81
2017-12-15 20:00:00,58.85,65335.0,0.9489347311464322,4,20,12,58.97000000000001,70.97000000000001,67.9
2017-12-15 21:00:00,58.37,63709.0,0.9328561319470905,4,21,12,61.03000000000001,69.19,67.21
2017-12-15 22:00:00,55.8,66478.0,0.987681722339363,4,22,12,54.72,64.4,66.87
2017-12-15 23:00:00,53.66,63747.0,0.9489233503172333,4,23,12,48.230000000000004,60.150000000000006,67.71000000000001
2017-12-16 00:00:00,50.05,60342.0,0.927466789085588,5,0,12,40.50000000000001,58.52000000000002,60.58000000000001
2017-12-16 01:00:00,47.58,59327.0,0.9246998908694071,5,1,12,37.29999999999999,56.35999999999999,57.990000000000016
2017-12-16 02:00:00,39.62,56162.0,0.8913130238126913,5,2,12,31.990000000000006,52.41000000000001,56.00000000000001
2017-12-16 03:00:00,37.68,54345.0,0.8705763095912465,5,3,12,29.850000000000005,40.0,55.54000000000002
2017-12-16 04:00:00,38.0,54674.0,0.8651745113092777,5,4,12,34.70000000000001,38.0,56.69000000000001
2017-12-16 05:00:00,44.84,56553.0,0.8804691945202282,5,5,12,47.190000000000005,25.130000000000006,59.76000000000001
2017-12-16 06:00:00,49.57,59034.0,0.8983363611655485,5,6,12,58.18,29.48,64.7
2017-12-16 07:00:00,58.45,61933.0,0.9157074206526599,5,7,12,70.96999999999998,31.370000000000005,69.46
2017-12-16 08:00:00,63.53,64240.0,0.8972559199025268,5,8,12,71.7,41.91000000000001,75.42
2017-12-16 09:00:00,65.8,65216.0,0.8970500479983395,5,9,12,71.25,50.62000000000001,76.81
2017-12-16 10:00:00,63.49,64216.0,0.9005711895643536,5,10,12,70.73,52.44000000000001,74.33000000000001
2017-12-16 11:00:00,60.28,65017.0,0.9224437197559436,5,11,12,67.69,53.50000000000001,73.62
2017-12-16 12:00:00,55.8,64687.0,0.9359111586834359,5,12,12,65.6,51.55000000000001,71.70000000000002
2017-12-16 13:00:00,55.28,62043.0,0.9185703505522398,5,13,12,62.66000000000001,40.69,68.02
2017-12-16 14:00:00,54.8,61099.0,0.9101671309192201,5,14,12,60.45000000000002,46.47000000000001,65.08000000000001
2017-12-16 15:00:00,55.8,61891.0,0.9122150201162271,5,15,12,64.93,42.89000000000002,67.7
2017-12-16 16:00:00,65.6,65185.0,0.9124625107112254,5,16,12,74.54000000000002,50.620000000000005,73.62
2017-12-16 17:00:00,72.0,69030.0,0.935672514619883,5,17,12,74.85000000000001,56.79000000000001,82.92
2017-12-16 18:00:00,71.8,69899.0,0.9479227618490346,5,18,12,71.69,62.04000000000001,83.11000000000001
2017-12-16 19:00:00,66.8,67512.0,0.9384734165757035,5,19,12,67.30000000000001,63.600000000000016,76.89000000000001
2017-12-16 20:00:00,56.36,64973.0,0.9347787208870424,5,20,12,58.850000000000016,64.09000000000002,70.97000000000001
2017-12-16 21:00:00,55.52,64334.0,0.920656634746922,5,21,12,58.37000000000001,59.8,69.19
2017-12-16 22:00:00,55.73,68130.0,0.9712785881259313,5,22,12,55.800000000000004,54.94000000000001,64.4
2017-12-16 23:00:00,55.06,66352.0,1.0112354612838017,5,23,12,53.66000000000001,37.44,60.150000000000006
2017-12-17 00:00:00,50.4,63259.0,0.9983043405853053,6,0,12,50.05,37.370000000000005,58.52000000000002
2017-12-17 01:00:00,46.7,62023.0,0.9936009844639286,6,1,12,47.580000000000005,34.69,56.35999999999999
2017-12-17 02:00:00,40.3,58749.0,0.9648481218178092,6,2,12,39.62000000000001,25.590000000000007,52.41000000000001
2017-12-17 03:00:00,36.0,56842.0,0.939614255099611,6,3,12,37.68000000000001,27.400000000000006,40.0
2017-12-17 04:00:00,37.68,56714.0,0.9321041386405001,6,4,12,38.00000000000001,36.90000000000001,38.0
2017-12-17 05:00:00,38.76,58314.0,0.9483447039959757,6,5,12,44.84000000000002,47.95000000000001,25.130000000000006
2017-12-17 06:00:00,43.84,60139.0,0.9565593256969959,6,6,12,49.57000000000001,62.000000000000014,29.48
2017-12-17 07:00:00,48.51,62375.0,0.9711259805483484,6,7,12,58.45000000000001,65.40000000000002,31.370000000000005
2017-12-17 08:00:00,51.72,64943.0,0.9782909048150978,6,8,12,63.53000000000001,73.05000000000001,41.91000000000001
2017-12-17 09:00:00,55.13,67265.0,0.9910998728553265,6,9,12,65.8,73.05000000000001,50.62000000000001
2017-12-17 10:00:00,54.92,67497.0,0.9892246526460713,6,10,12,63.49000000000001,75.46,52.44000000000001
2017-12-17 11:00:00,54.41,68066.0,1.0004756508722599,6,11,12,60.280000000000015,68.63,53.50000000000001
2017-12-17 12:00:00,53.38,67358.0,1.0137829576941755,6,12,12,55.800000000000004,66.5,51.55000000000001
2017-12-17 13:00:00,52.31,63697.0,0.975880156343083,6,13,12,55.28000000000001,55.38000000000002,40.69
2017-12-17 14:00:00,50.14,61100.0,0.9414915473115755,6,14,12,54.8,54.13,46.47000000000001
2017-12-17 15:00:00,51.88,61448.0,0.9382101647141725,6,15,12,55.800000000000004,55.850000000000016,42.89000000000002
2017-12-17 16:00:00,62.57,64950.0,0.9403529872454688,6,16,12,65.6,66.12,50.620000000000005
2017-12-17 17:00:00,71.8,68751.0,0.958955173666716,6,17,12,72.0,75.37,56.79000000000001
2017-12-17 18:00:00,72.46,70661.0,0.9828618099535394,6,18,12,71.8,75.72,62.04000000000001
2017-12-17 19:00:00,70.0,68674.0,0.9615796949961137,6,19,12,66.80000000000001,71.46000000000001,63.600000000000016
2017-12-17 20:00:00,59.04,65542.0,0.9489088257148361,6,20,12,56.360000000000014,59.01000000000001,64.09000000000002
2017-12-17 21:00:00,58.0,63549.0,0.9325638751870532,6,21,12,55.52000000000002,54.80000000000001,59.8
2017-12-17 22:00:00,55.34,66544.0,0.9782322357019064,6,22,12,55.73000000000001,54.04000000000002,54.94000000000001
2017-12-17 23:00:00,40.01,63216.0,0.9583421741282976,6,23,12,55.06000000000002,53.98000000000001,37.44
2017-12-18 00:00:00,40.06,60276.0,0.9605595148510468,0,0,12,50.400000000000006,50.620000000000005,37.370000000000005
2017-12-18 01:00:00,36.52,58823.0,0.9538009680368034,0,1,12,46.7,49.280000000000015,34.69
2017-12-18 02:00:00,27.6,55872.0,0.9212043950707218,0,2,12,40.3,39.640000000000015,25.590000000000007
2017-12-18 03:00:00,28.76,54224.0,0.8993298812062138,0,3,12,36.0,40.580000000000005,27.400000000000006
2017-12-18 04:00:00,34.2,56317.0,0.9132727981060266,0,4,12,37.680000000000014,51.580000000000005,36.90000000000001
2017-12-18 05:00:00,51.68,62060.0,0.9292641345965736,0,5,12,38.76000000000001,60.99000000000001,47.95000000000001
2017-12-18 06:00:00,71.01,68634.0,0.9650584545943606,0,6,12,43.840000000000025,80.43000000000002,62.000000000000014
2017-12-18 07:00:00,72.84,71937.0,0.9806806550665302,0,7,12,48.51000000000001,105.00000000000001,65.40000000000002
2017-12-18 08:00:00,71.74,72240.0,0.9692981902224018,0,8,12,51.72000000000001,114.58999999999999,73.05000000000001
2017-12-18 09:00:00,71.69,72393.0,0.9666047771979125,0,9,12,55.13000000000002,109.39999999999999,73.05000000000001
2017-12-18 10:00:00,72.05,72058.0,0.9691795869688029,0,10,12,54.92000000000001,102.64,75.46
2017-12-18 11:00:00,70.62,71941.0,0.9758955684638938,0,11,12,54.410000000000004,83.98000000000002,68.63
