percentage,feat_del,iteration,Mean Bid,SAA,RF,Feature Driven,Feature Driven-CV,BASE-retrain,FDRR_affine0,FDRR_affine1,FDRR_affine2,FDRR_affine3,FDRR_affine4,FDRR_affine5,FDRR_affine6,FDRR_reform0,FDRR_reform1,FDRR_reform2,FDRR_reform3,FDRR_reform4,FDRR_reform5,FDRR_reform6
1.0,6,9,3.698582079309511,2.3283578123411033,3.7993617306713126,3.698582079309511,4.815676387577547,2.356257318006451,2.821434610153905,2.80923363295448,2.816421019555688,2.8179663596140414,2.8124010947993274,2.8166124362207707,2.347736034702098,2.821434610153905,2.9630010124889727,3.179737045290138,3.43158697860674,3.6740282301279317,3.6929333805757705,2.3477360347020984
0.5,6,9,2.2496378276881654,2.3283578123411033,2.3226993323416854,2.2513996407125907,2.864184515709811,1.5676538324272833,1.805968015642025,1.8685693550433997,1.9586924754701978,2.038423042900715,2.1031423636821334,2.168831112089539,2.347736034702098,1.805968015642025,1.8818995709278104,2.145686742545818,2.689806106022555,3.4786044296726017,3.980764846539351,2.3477360347020984
0.25,6,9,1.4523879706803666,2.3283578123411033,1.6730159662090998,1.4546853125168115,2.016513404197097,1.1188726554862876,1.2441870643129729,1.3479769463333728,1.4841333654796014,1.6101760675059198,1.7132283473884737,1.8108853076091007,2.347736034702098,1.2441870643129729,1.3005121217557223,1.5654295559978275,2.156611325235115,3.029576619400214,3.7769382129816953,2.3477360347020984
0.1,6,9,1.0180827946378601,2.3283578123411033,1.1459492577574442,1.0208471272244704,1.3383007373048799,0.8883832417258004,0.932458995257775,1.0592886841680615,1.223376243627126,1.374988975217547,1.5000937570135306,1.6166113004205616,2.347736034702098,0.932458995257775,0.9657633817095028,1.2484351481668865,1.960790731448261,3.075383192748344,3.988891275848363,2.3477360347020984
0.05,6,9,0.8552858348439528,2.3283578123411033,0.9920211302118493,0.858456244067259,1.139278960466854,0.7980225147670099,0.8152131980383961,0.9540576204344022,1.128515539374216,1.2886192584881142,1.4209684422265505,1.5445318130753072,2.347736034702098,0.8152131980383961,0.8437603624185726,1.1452064989217918,1.8859739273254703,3.0462644990919197,4.000789181624901,2.3477360347020984
0.0,6,9,0.7273434527382766,2.3283578123411033,0.7871157125849076,0.7305015497099905,0.8658490747692003,0.7317284066772645,0.7305015497099905,0.8737785158269559,1.0552482749449938,1.2220211868274615,1.3600815037806189,1.4886798761288749,2.347736034702098,0.7305015497099905,0.7533886064869117,1.0596997270930615,1.8510996825326285,3.109381314240113,4.119270593173164,2.3477360347020984
1.0,5,9,3.698582079309511,2.3283578123411033,3.1528298412010503,3.698582079309511,4.815676387577547,0.7786467572995831,2.3414623789261184,2.4452753614989775,2.495380390883101,2.5322733609550068,2.5545836472884402,2.5814136328606616,2.347736034702098,2.3414623789261184,2.439876476939308,2.4785765540457967,2.419513074753327,2.0688209658214154,0.8564955097853405,2.3477360347020984
0.5,5,9,2.2339028166677584,2.3283578123411033,1.936008026932189,2.23628083967166,2.733092444109858,0.7528054246498627,1.5523788172414796,1.663932038829313,1.7824725964008812,1.8862645088182795,1.9680841221659255,2.0466107795905017,2.347736034702098,1.5523788172414796,1.5995089850568207,1.7895467688637918,2.1709694810220532,2.6449046716679434,2.565844817102291,2.3477360347020984
0.25,5,9,1.3199385374858632,2.3283578123411033,1.434406564990729,1.3218563323817756,1.9920122042414845,0.7599512636906315,1.0897825317621328,1.1859811143871928,1.3433506056382727,1.4844787386641463,1.5993335878038355,1.707538490759581,2.347736034702098,1.0897825317621328,1.0679234053164979,1.2821689554703537,1.8414947098923728,2.6611912714519206,3.198408793442169,2.3477360347020984
0.1,5,9,0.9953443405855653,2.3283578123411033,0.9998254096132226,0.9983719609625478,1.2243716459953304,0.7370081714882543,0.8885514580635596,1.0102470530356218,1.1800614760732575,1.3351615082529982,1.4630797147028949,1.5830377299035314,2.347736034702098,0.8885514580635596,0.9005969088595268,1.1811948462905528,1.8867071485336324,2.9832259969203196,3.8054501536843395,2.3477360347020984
0.05,5,9,0.8496532762381972,2.3283578123411033,0.9082204147304234,0.8525116028121794,1.080223301693239,0.7390418200192262,0.8074954876450814,0.9380792200577344,1.1142905521434705,1.2755554692857418,1.4084457485157411,1.5328265233976555,2.347736034702098,0.8074954876450814,0.8150278622436158,1.1030877198581863,1.8418154037709602,3.0167382352947927,3.934398581515518,2.3477360347020984
0.0,5,9,0.7273434527382766,2.3283578123411033,0.7871157125849076,0.7305015497099905,0.8658490747692003,0.7317284066772645,0.7305015497099905,0.8737785158269559,1.0552482749449938,1.2220211868274615,1.3600815037806189,1.4886798761288749,2.347736034702098,0.7305015497099905,0.7533886064869117,1.0596997270930615,1.8510996825326285,3.109381314240113,4.119270593173164,2.3477360347020984
1.0,4,9,3.698582079309511,2.3283578123411033,2.2085524365509537,3.698582079309511,4.815676387577547,0.7501279519213094,2.2989087671157797,2.099339086882751,2.188553667357944,2.256735723234814,2.3062294299699855,2.3564802886393665,2.347736034702098,2.2989087671157797,1.9372609313830458,1.81214551595573,1.4894934307526557,0.8326290922558071,1.9999541471821742,2.3477360347020984
0.5,4,9,2.313856396909573,2.3283578123411033,1.5091315063289186,2.3159156895406583,2.778746438065436,0.7367547966555578,1.5587898066716286,1.5332740211510372,1.6633546535408137,1.776361972198335,1.867016718319432,1.9514616514390757,2.347736034702098,1.5587898066716286,1.413729541947251,1.5054263825256884,1.7281840395500994,1.9680436701627169,3.020620307647852,2.3477360347020984
0.25,4,9,1.463329180443207,2.3283578123411033,1.0938523629070953,1.4658998665785012,1.7281302372935914,0.735084533694223,1.0326134302486687,1.173816545947174,1.3324982658095463,1.4760272302693753,1.5926488338472369,1.7019823249009378,2.347736034702098,1.0326134302486687,1.0548414337231171,1.2834964185191424,1.8042629130142833,2.588686656068922,3.665654794226344,2.3477360347020984
