percentage,feat_del,iteration,SAA,Feature Driven,Feature Driven-L1,BASE-retrain,FDRR_affine0,FDRR_affine1,FDRR_affine2,FDRR_affine3,FDRR_affine4,FDRR_affine5,FDRR_affine6,FDRR_reform0,FDRR_reform1,FDRR_reform2,FDRR_reform3,FDRR_reform4,FDRR_reform5,FDRR_reform6
0.05,5,9,2.3283578123411033,0.9435843153088328,1.029999049996258,0.7351412484959768,0.8368285140073675,0.9875471669777529,1.1585942992465161,1.3145486330578626,1.444058193050422,1.565269562664026,2.347736034702098,0.8368285140073675,0.8807157577292538,1.1812835806573776,1.9426559900881244,3.122555968220117,3.989726603193011,2.3477360347020984
0.0,5,9,2.3283578123411033,0.7305015497099905,0.8658490747692003,0.7317284066772645,0.7305015497099905,0.8737785158269559,1.0552482749449938,1.2220211868274615,1.3600815037806189,1.4886798761288749,2.347736034702098,0.7305015497099905,0.7533886064869117,1.0596997270930615,1.8510996825326285,3.109381314240113,4.119270593173164,2.3477360347020984
1.0,4,9,2.3283578123411033,3.698582079309511,4.815676387577547,0.7487602900656986,2.250551472766347,2.0985872194501325,2.1866027743815635,2.255657648590206,2.303423466220739,2.353809838492785,2.347736034702098,2.250551472766347,1.9364678378669906,1.8115086939275085,1.488156732057059,0.8346344268324699,1.9856728856515167,2.3477360347020984
0.5,4,9,2.3283578123411033,2.2794636550549785,2.9660654784511222,0.7371708409558979,1.5403082036800835,1.5070267721745534,1.6417620022082755,1.7575019971393766,1.8493651761682632,1.9379102146568408,2.347736034702098,1.5403082036800835,1.3586238151455423,1.442896842243259,1.6451268690520116,1.9131727880793838,2.992167744088596,2.3477360347020984
0.25,4,9,2.3283578123411033,1.4842331261490582,1.8295473838592526,0.7322498153317983,1.124096140189375,1.1806878433294776,1.3380458562251891,1.47918301147723,1.5951150245329444,1.70559682987462,2.347736034702098,1.124096140189375,1.0654224120048168,1.2641830304635988,1.7664617809650944,2.5283934179854715,3.6307830473253024,2.3477360347020984
0.1,4,9,2.3283578123411033,1.0550035131395263,1.1550245358742341,0.7325535446464919,0.9109505786492268,1.0132103284682015,1.180898775643144,1.3350869632844304,1.4626487874497702,1.5826319543710758,2.347736034702098,0.9109505786492268,0.9039426386492349,1.1783846177469528,1.8876960114134935,2.9824263704533984,3.940263880573161,2.3477360347020984
0.05,4,9,2.3283578123411033,0.8820685782778693,1.0815249051776443,0.7348542968873802,0.8344482299126232,0.9399212007264193,1.1153434479904012,1.276557052349047,1.4098767380589174,1.5341213922062638,2.347736034702098,0.8344482299126232,0.8207468627989503,1.1094225891334952,1.8571404393697482,3.027206538815555,4.011075267097868,2.3477360347020984
0.0,4,9,2.3283578123411033,0.7305015497099905,0.8658490747692003,0.7317284066772645,0.7305015497099905,0.8737785158269559,1.0552482749449938,1.2220211868274615,1.3600815037806189,1.4886798761288749,2.347736034702098,0.7305015497099905,0.7533886064869117,1.0596997270930615,1.8510996825326285,3.109381314240113,4.119270593173164,2.3477360347020984
1.0,3,9,2.3283578123411033,3.687795442276392,4.815676387577547,0.7340166227267488,2.2753502847827165,1.7593422594796566,1.8821409506279385,1.9803535218301882,2.05598544805074,2.1312639480181907,2.347736034702098,2.2753502847827165,1.4545556082785966,1.1973426000961356,0.8056618329178128,1.184858509200249,3.1178275373825874,2.3477360347020984
0.5,3,9,2.3283578123411033,2.1536206475298365,2.851067952309305,0.7353854263187237,1.5192415662125647,1.2775388805669337,1.4355686805408572,1.573573709684229,1.6820120809358563,1.7851964427771467,2.347736034702098,1.5192415662125647,1.0603699188207971,1.0813954789984894,1.3016651287532754,2.16429604714052,3.651637922186119,2.3477360347020984
0.25,3,9,2.3283578123411033,1.5083869386557605,1.7622742072777953,0.7290097651952494,1.1235343230655483,1.0920070579171814,1.2599429338331134,1.4090230532655335,1.5324921859667544,1.647755797809124,2.347736034702098,1.1235343230655483,0.9201313419580588,1.0895488137706364,1.6175030029550332,2.715776113218537,3.8875093687676623,2.3477360347020984
0.1,3,9,2.3283578123411033,1.0557506245137318,1.2236482155901314,0.7264116026927401,0.8761247396786641,0.9669345734869532,1.143949751688914,1.305224253817477,1.4370353601728838,1.5584894908574747,2.347736034702098,0.8761247396786641,0.8295177128546711,1.080594221110951,1.7535275788503357,2.93530690401585,4.033519149503711,2.3477360347020984
0.05,3,9,2.3283578123411033,0.8784628199615709,1.0647318772279488,0.73043829850312,0.7860834530541291,0.9223242660450042,1.1034258594192836,1.2663945967919181,1.4001653884796224,1.5245967609234417,2.347736034702098,0.7860834530541291,0.7913472101409751,1.0658978850916219,1.810067881432655,3.0477790910600473,4.060319113611965,2.3477360347020984
0.0,3,9,2.3283578123411033,0.7305015497099905,0.8658490747692003,0.7317284066772645,0.7305015497099905,0.8737785158269559,1.0552482749449938,1.2220211868274615,1.3600815037806189,1.4886798761288749,2.347736034702098,0.7305015497099905,0.7533886064869117,1.0596997270930615,1.8510996825326285,3.109381314240113,4.119270593173164,2.3477360347020984
1.0,2,9,2.3283578123411033,3.766129882260891,4.587086718410449,0.7312509919197366,2.2214993710076203,1.433601654361036,1.5936529749462485,1.7211846589308955,1.82031740600486,1.9099669805295858,2.347736034702098,2.2214993710076203,1.032139858856457,0.7714007268867386,0.8843850224527928,2.003520412822594,3.675594263297374,2.3477360347020984
0.5,2,9,2.3283578123411033,2.318372586723802,2.7574997672365473,0.7342148647855951,1.4480784358442977,1.1605925767648573,1.3312986619540483,1.4768933507540545,1.5961556443360205,1.7064083547601145,2.347736034702098,1.4480784358442977,0.8870409262608242,0.8748998681115349,1.3187446560884462,2.497780967012404,3.922885818807873,2.3477360347020984
0.25,2,9,2.3283578123411033,1.481010821306289,1.6935388651516798,0.7298384047168643,1.0550057736682383,1.0189715053482098,1.1932884527981502,1.3489677532271345,1.4763443493464032,1.596155009675785,2.347736034702098,1.0550057736682383,0.8386467326118896,1.0300889981645285,1.6626858538891933,2.8803332558603203,3.99074172308686,2.3477360347020984
0.1,2,9,2.3283578123411033,1.0108908248051494,1.140402371315973,0.7332034813056232,0.8484803459385601,0.9307918491723326,1.106719688651157,1.2685302201768789,1.4029099233662137,1.5287347810159417,2.347736034702098,0.8484803459385601,0.7836165142807126,1.0385489312963083,1.7915026699736907,3.0209562215155352,4.065991997358123,2.3477360347020984
0.05,2,9,2.3283578123411033,0.9233705709173444,0.9834867431485094,0.729730408744483,0.8024370170748621,0.9151043646268167,1.0970399079621056,1.2623579777525196,1.3969460938042215,1.521500145093695,2.347736034702098,0.8024370170748621,0.7769612962472618,1.0489960842560027,1.8036162562908244,3.0706065291455418,4.100659656771327,2.3477360347020984
0.0,2,9,2.3283578123411033,0.7305015497099905,0.8658490747692003,0.7317284066772645,0.7305015497099905,0.8737785158269559,1.0552482749449938,1.2220211868274615,1.3600815037806189,1.4886798761288749,2.347736034702098,0.7305015497099905,0.7533886064869117,1.0596997270930615,1.8510996825326285,3.109381314240113,4.119270593173164,2.3477360347020984
1.0,1,9,2.3283578123411033,3.892844791109073,3.5843049713559285,0.7355455592142397,1.6160060052986693,1.1311280456530814,1.3113044867339771,1.4650094452135038,1.586629178798063,1.6965151361554311,2.347736034702098,1.6160060052986693,0.7412978749439904,0.7894396802803394,1.383524688835231,2.6343860953505973,3.9511318511103317,2.3477360347020984
0.5,1,9,2.3283578123411033,2.333985976199501,2.5285024332751265,0.7333780760549005,1.2497304517487664,1.0014286451650931,1.1841738919256648,1.342582918700492,1.4710929980394285,1.589808202442567,2.347736034702098,1.2497304517487664,0.7338934058896641,0.9113427571518473,1.6019905709209301,2.843306254360971,4.027956466619551,2.3477360347020984
0.25,1,9,2.3283578123411033,1.645996727499937,1.5518976631042813,0.7321596326778381,0.9128979151248197,0.9448201107611945,1.1270570085835414,1.2875420435796725,1.4207330116906822,1.5451966196776443,2.347736034702098,0.9128979151248197,0.76008183947106,0.99919618546849,1.7135161419237037,2.9695513493171735,4.0753329828869305,2.3477360347020984
0.1,1,9,2.3283578123411033,1.1362011288226008,1.0951635299658677,0.7319932592904581,0.8289946049167607,0.9018343788093978,1.0818404614187995,1.2465743598379435,1.3828435836510549,1.5099289321536928,2.347736034702098,0.8289946049167607,0.7568931637931372,1.028135842464898,1.7903506695455929,3.05814543754204,4.107667324355957,2.3477360347020984
0.05,1,9,2.3283578123411033,0.873686241583982,0.9495323045376786,0.7309632761077374,0.7666635461145044,0.8852734328571124,1.0672632752814648,1.2330187077527337,1.370259545634321,1.4981727856268612,2.347736034702098,0.7666635461145044,0.745478261263272,1.0417327949917405,1.8319233967909203,3.092681104314482,4.112944166200045,2.3477360347020984
0.0,1,9,2.3283578123411033,0.7305015497099905,0.8658490747692003,0.7317284066772645,0.7305015497099905,0.8737785158269559,1.0552482749449938,1.2220211868274615,1.3600815037806189,1.4886798761288749,2.347736034702098,0.7305015497099905,0.7533886064869117,1.0596997270930615,1.8510996825326285,3.109381314240113,4.119270593173164,2.3477360347020984
1.0,0,9,2.3283578123411033,0.7305015497099905,0.8658490747692003,0.7317284066772645,0.7305015497099905,0.8737785158269559,1.0552482749449938,1.2220211868274615,1.3600815037806189,1.4886798761288749,2.347736034702098,0.7305015497099905,0.7533886064869117,1.0596997270930615,1.8510996825326285,3.109381314240113,4.119270593173164,2.3477360347020984
0.5,0,9,2.3283578123411033,0.7305015497099905,0.8658490747692003,0.7317284066772645,0.7305015497099905,0.8737785158269559,1.0552482749449938,1.2220211868274615,1.3600815037806189,1.4886798761288749,2.347736034702098,0.7305015497099905,0.7533886064869117,1.0596997270930615,1.8510996825326285,3.109381314240113,4.119270593173164,2.3477360347020984
0.25,0,9,2.3283578123411033,0.7305015497099905,0.8658490747692003,0.7317284066772645,0.7305015497099905,0.8737785158269559,1.0552482749449938,1.2220211868274615,1.3600815037806189,1.4886798761288749,2.347736034702098,0.7305015497099905,0.7533886064869117,1.0596997270930615,1.8510996825326285,3.109381314240113,4.119270593173164,2.3477360347020984
0.1,0,9,2.3283578123411033,0.7305015497099905,0.8658490747692003,0.7317284066772645,0.7305015497099905,0.8737785158269559,1.0552482749449938,1.2220211868274615,1.3600815037806189,1.4886798761288749,2.347736034702098,0.7305015497099905,0.7533886064869117,1.0596997270930615,1.8510996825326285,3.109381314240113,4.119270593173164,2.3477360347020984
0.05,0,9,2.3283578123411033,0.7305015497099905,0.8658490747692003,0.7317284066772645,0.7305015497099905,0.8737785158269559,1.0552482749449938,1.2220211868274615,1.3600815037806189,1.4886798761288749,2.347736034702098,0.7305015497099905,0.7533886064869117,1.0596997270930615,1.8510996825326285,3.109381314240113,4.119270593173164,2.3477360347020984
0.0,0,9,2.3283578123411033,0.7305015497099905,0.8658490747692003,0.7317284066772645,0.7305015497099905,0.8737785158269559,1.0552482749449938,1.2220211868274615,1.3600815037806189,1.4886798761288749,2.347736034702098,0.7305015497099905,0.7533886064869117,1.0596997270930615,1.8510996825326285,3.109381314240113,4.119270593173164,2.3477360347020984
1.0,6,8,2.3283578123411033,3.698582079309511,4.815676387577547,2.356257318006451,2.821434610153905,2.80923363295448,2.816421019555688,2.8179663596140414,2.8124010947993274,2.8166124362207707,2.347736034702098,2.821434610153905,2.9630010124889727,3.179737045290138,3.43158697860674,3.6740282301279317,3.6929333805757705,2.3477360347020984
0.5,6,8,2.3283578123411033,2.2359829992748126,2.9425869776882294,1.5496746945201578,1.7917841750113968,1.85610524210715,1.9489869639111195,2.032032099119696,2.0980286167905655,2.1637982464380294,2.347736034702098,1.7917841750113968,1.8827461304781343,2.147641118401891,2.651656274332572,3.361690531739819,3.8723774102483888,2.3477360347020984
0.25,6,8,2.3283578123411033,1.4114499961043654,1.7841113422570374,1.078205985985915,1.1908653165186096,1.3056242748970546,1.4518426937007003,1.5827143085476751,1.689088560826478,1.7900209523437842,2.347736034702098,1.1908653165186096,1.2365442437548122,1.5188668831004637,2.1792769954371987,3.1838601887131737,3.9981254630186553,2.3477360347020984
0.1,6,8,2.3283578123411033,0.9823410686564944,1.384809298469381,0.8637391516957381,0.8967089586019386,1.0314040851426607,1.200693177516327,1.3546811548407822,1.4818700500890403,1.6005399629136912,2.347736034702098,0.8967089586019386,0.9123533092732992,1.1790554079609747,1.8853946555702004,3.014064831868754,3.891344827552834,2.3477360347020984
0.05,6,8,2.3283578123411033,0.861432249372576,1.0030358550772707,0.8052615289244651,0.8230444070673633,0.9594773796775902,1.1325234712868406,1.291744328025861,1.4235215798848175,1.5464113477468608,2.347736034702098,0.8230444070673633,0.8494719610131494,1.1582100702052356,1.9374504611286634,3.17297045994898,4.140570551119844,2.3477360347020984
0.0,6,8,2.3283578123411033,0.7305015497099905,0.8658490747692003,0.7317284066772645,0.7305015497099905,0.8737785158269559,1.0552482749449938,1.2220211868274615,1.3600815037806189,1.4886798761288749,2.347736034702098,0.7305015497099905,0.7533886064869117,1.0596997270930615,1.8510996825326285,3.109381314240113,4.119270593173164,2.3477360347020984
1.0,5,8,2.3283578123411033,3.698582079309511,4.815676387577547,0.790551517501967,2.4155856458878238,2.4516387086299742,2.500062867273902,2.5345930449075733,2.55679615431073,2.585466690128207,2.347736034702098,2.4155856458878238,2.4394475609773214,2.4784553036326322,2.4205779484534182,2.070722235488327,0.8596112698714952,2.3477360347020984
0.5,5,8,2.3283578123411033,2.2058004071716013,3.1096518074263892,0.7545160252775894,1.5425054340688387,1.6643001913916495,1.7821416565908956,1.8835368206095129,1.963937493020282,2.0414732358121115,2.347736034702098,1.5425054340688387,1.5900581404740681,1.742381545318239,2.06985027237149,2.4645359272193543,2.290289154877145,2.3477360347020984
0.25,5,8,2.3283578123411033,1.4970770354529528,1.821551957749222,0.7553833397574895,1.1480633058476268,1.2780717562681365,1.4266111074310155,1.5618918602621554,1.6697115312150936,1.7709786076761087,2.347736034702098,1.1480633058476268,1.1820213662792196,1.422592431911699,2.0167376003351842,2.8900798941851886,3.3125379973266074,2.3477360347020984
0.1,5,8,2.3283578123411033,1.0825930768559888,1.2557373638077698,0.7404763283235376,0.9177456051102602,1.070334167427054,1.2352287464815312,1.3867534012734644,1.5092381668113024,1.6245893295911291,2.347736034702098,0.9177456051102602,0.966805446715744,1.2420741073519408,1.9493238283977492,3.0261345583492334,3.7689108256125836,2.3477360347020984
0.05,5,8,2.3283578123411033,0.8998459800994633,1.0309487889831066,0.7357768092724518,0.8251088251899665,0.9680367757363642,1.1413787132000666,1.3010420802823393,1.4319953168129245,1.5543707505618254,2.347736034702098,0.8251088251899665,0.8537231143517284,1.1397862536576566,1.890433471710095,3.0796239228024103,3.9801298351882073,2.3477360347020984
0.0,5,8,2.3283578123411033,0.7305015497099905,0.8658490747692003,0.7317284066772645,0.7305015497099905,0.8737785158269559,1.0552482749449938,1.2220211868274615,1.3600815037806189,1.4886798761288749,2.347736034702098,0.7305015497099905,0.7533886064869117,1.0596997270930615,1.8510996825326285,3.109381314240113,4.119270593173164,2.3477360347020984
1.0,4,8,2.3283578123411033,3.698582079309511,4.815676387577547,0.7450828942621804,2.2584484408018657,2.103258596218957,2.1891258226722123,2.2573738706834843,2.3073647380349422,2.358153208678924,2.347736034702098,2.2584484408018657,1.9407560778083635,1.817614150937173,1.4964383943942563,0.8392536115249959,2.0111308622784323,2.3477360347020984
0.5,4,8,2.3283578123411033,2.2407059935003746,2.977048180941852,0.734504843769115,1.4294194348775529,1.4947957864536547,1.6309697874939646,1.750027632745922,1.8425894264095022,1.9301146257317408,2.347736034702098,1.4294194348775529,1.3367999732902152,1.405035177141374,1.596825601550183,1.8025450788748694,2.9081360470290782,2.3477360347020984
0.25,4,8,2.3283578123411033,1.4165703245883257,1.7726485900658535,0.7369636299909906,1.1083159493512127,1.1616331143429652,1.3195158684443693,1.4620236251092136,1.5792067176418443,1.6894315520423413,2.347736034702098,1.1083159493512127,1.0373195190220843,1.260898510212075,1.8359213830356464,2.6883300600963516,3.605901127753648,2.3477360347020984
0.1,4,8,2.3283578123411033,1.0160007696060953,1.288111474177275,0.7336783886575654,0.8793015993284646,0.9973077514272131,1.1686032880998418,1.326301323616735,1.4548098310739057,1.5763463752953062,2.347736034702098,0.8793015993284646,0.8637976308244885,1.133230642032962,1.8250549540295826,2.9100155821227074,3.888877914034704,2.3477360347020984
0.05,4,8,2.3283578123411033,0.8392016714729614,1.0231743015894064,0.731009601765631,0.7961995191195512,0.9164620298303995,1.0962372335190482,1.259856942734378,1.3946302109550206,1.5195811171642957,2.347736034702098,0.7961995191195512,0.7857625834612431,1.0788513298250015,1.8334478010761341,3.0297054520688453,4.053956455216735,2.3477360347020984
0.0,4,8,2.3283578123411033,0.7305015497099905,0.8658490747692003,0.7317284066772645,0.7305015497099905,0.8737785158269559,1.0552482749449938,1.2220211868274615,1.3600815037806189,1.4886798761288749,2.347736034702098,0.7305015497099905,0.7533886064869117,1.0596997270930615,1.8510996825326285,3.109381314240113,4.119270593173164,2.3477360347020984
1.0,3,8,2.3283578123411033,3.932411029393481,4.815676387577547,0.7341916626246071,2.2022096723771205,1.7664426584796102,1.8896186563253787,1.9870653651097596,2.0592958686922147,2.1338536470291154,2.347736034702098,2.2022096723771205,1.4637015001320575,1.2060581735748492,0.8067808539684352,1.1887328855100792,3.114201273715813,2.3477360347020984
0.5,3,8,2.3283578123411033,2.183780346940328,2.892057604907263,0.729845783968697,1.454748689224766,1.3195248704125457,1.4680393959598521,1.5967090831758677,1.7020187376896603,1.8034136400071656,2.347736034702098,1.454748689224766,1.1164447626475875,1.1422540999658994,1.3165263638782745,2.109926873169532,3.6034009364380504,2.3477360347020984
0.25,3,8,2.3283578123411033,1.430951387301617,1.8442073978284195,0.7344221736483175,1.1021150743070314,1.112693264554801,1.2753720312527668,1.422493716429949,1.5436782870374466,1.6575670153027544,2.347736034702098,1.1021150743070314,0.9426641203135332,1.1081861830356712,1.5891812689012834,2.6174172275272745,3.9042161346222115,2.3477360347020984
0.1,3,8,2.3283578123411033,1.0053544911290753,1.2600495314566407,0.7356050595392467,0.8742910391407561,0.9527679381246648,1.1290701084392771,1.2889867602603893,1.421111802598193,1.544702202612182,2.347736034702098,0.8742910391407561,0.8033961039733714,1.0429241034490375,1.7247786757618664,2.92276706452817,4.035263732993122,2.3477360347020984
0.05,3,8,2.3283578123411033,0.8756474886170346,1.1060656448796184,0.7317262855139469,0.8291500906332655,0.9159268351528469,1.094598950012741,1.2582236235653106,1.3930367670141093,1.5186292070432643,2.347736034702098,0.8291500906332655,0.7897968237442363,1.0647393431350054,1.7965455869803304,3.007381560790205,4.045599819938476,2.3477360347020984
0.0,3,8,2.3283578123411033,0.7305015497099905,0.8658490747692003,0.7317284066772645,0.7305015497099905,0.8737785158269559,1.0552482749449938,1.2220211868274615,1.3600815037806189,1.4886798761288749,2.347736034702098,0.7305015497099905,0.7533886064869117,1.0596997270930615,1.8510996825326285,3.109381314240113,4.119270593173164,2.3477360347020984
1.0,2,8,2.3283578123411033,3.9396920928302217,4.607646752662016,0.7283214170303809,2.117466342582677,1.43433599188698,1.5931770629618884,1.7209301718903534,1.8181194394621611,1.9079312451035875,2.347736034702098,2.117466342582677,1.0326470928705072,0.7750206436052085,0.8859079835233428,1.9964943146625933,3.6648406214237883,2.3477360347020984
0.5,2,8,2.3283578123411033,2.1570475079489584,2.784988479459115,0.7361950171023222,1.386934927565893,1.1255980957680929,1.2953190152447813,1.4439356889937323,1.5630052810885056,1.6743845118986211,2.347736034702098,1.386934927565893,0.8670323607248271,0.8955172903396931,1.3857004059637044,2.5671296035778663,3.8812702000309343,2.3477360347020984
0.25,2,8,2.3283578123411033,1.42248098121905,1.6826346590169508,0.7314913292441572,1.0498552992097454,1.0028453073240244,1.1764098276793469,1.3336934175850503,1.4625874712389229,1.5827359616111134,2.347736034702098,1.0498552992097454,0.8280578763863388,0.995458960897014,1.6088066013368034,2.843449398266319,3.9950251632278584,2.3477360347020984
0.1,2,8,2.3283578123411033,1.0215379257591488,1.1931701812888353,0.7323579216319199,0.8762598883690335,0.9290104139481944,1.1084703801605222,1.2723466920855058,1.406354072783048,1.5314487745599414,2.347736034702098,0.8762598883690335,0.793095814698439,1.0473220181065126,1.7612003391549065,3.0109654106455896,4.090505501161445,2.3477360347020984
0.05,2,8,2.3283578123411033,0.8746675135143979,1.0493708798568637,0.7317027557527879,0.796974910613873,0.9028439257846934,1.0836196344885498,1.2493520867319385,1.3860664801686629,1.5127940611945454,2.347736034702098,0.796974910613873,0.7700675052803784,1.0420690885135726,1.7822215002447181,3.031128934367792,4.1071040533051795,2.3477360347020984
0.0,2,8,2.3283578123411033,0.7305015497099905,0.8658490747692003,0.7317284066772645,0.7305015497099905,0.8737785158269559,1.0552482749449938,1.2220211868274615,1.3600815037806189,1.4886798761288749,2.347736034702098,0.7305015497099905,0.7533886064869117,1.0596997270930615,1.8510996825326285,3.109381314240113,4.119270593173164,2.3477360347020984
1.0,1,8,2.3283578123411033,4.1671416261407614,3.5448537505939672,0.7322694793309719,1.6489731220303285,1.1328001835617425,1.3125315165419813,1.4659391883573654,1.5868377260621271,1.6984885296683248,2.347736034702098,1.6489731220303285,0.7427460081937306,0.7870674171515468,1.3881231989274205,2.631596304636919,3.9590646223715473,2.3477360347020984
0.5,1,8,2.3283578123411033,2.2107108972958773,2.24534812242355,0.7340232967711559,1.1641989366920016,0.9926198432499181,1.1753443965692976,1.3374979848459139,1.4680282966297875,1.5883004183037432,2.347736034702098,1.1641989366920016,0.7462723423797379,0.9196719422816697,1.6274198849271575,2.8740277806493197,4.034254738432471,2.3477360347020984
0.25,1,8,2.3283578123411033,1.6510246793346222,1.6104843068365078,0.7308954870897959,1.0409688995311857,0.9438274654866989,1.1219194137488395,1.2836592101547648,1.418539649126991,1.5438006040718368,2.347736034702098,1.0409688995311857,0.7567864280025937,0.9871101993854384,1.709619193315561,2.960679279504298,4.077630101618472,2.3477360347020984
0.1,1,8,2.3283578123411033,1.0671143869901831,1.1088906499975557,0.7318772564904525,0.8122475041499075,0.897635530712915,1.079816003340606,1.2455533755820423,1.3813644512452523,1.5077935731489036,2.347736034702098,0.8122475041499075,0.7547102344355308,1.0391651806919666,1.803797719075468,3.0659766150997623,4.09985816327669,2.3477360347020984
0.05,1,8,2.3283578123411033,0.8785656387504375,1.1510218989871452,0.7321340389723271,0.7645742845018209,0.8900262167684803,1.0721765090821411,1.2371983249532614,1.3736590516432283,1.5007865309626995,2.347736034702098,0.7645742845018209,0.7545239637482474,1.0402494149830253,1.8088515014097706,3.058644224603919,4.1089649939152455,2.3477360347020984
0.0,1,8,2.3283578123411033,0.7305015497099905,0.8658490747692003,0.7317284066772645,0.7305015497099905,0.8737785158269559,1.0552482749449938,1.2220211868274615,1.3600815037806189,1.4886798761288749,2.347736034702098,0.7305015497099905,0.7533886064869117,1.0596997270930615,1.8510996825326285,3.109381314240113,4.119270593173164,2.3477360347020984
1.0,0,8,2.3283578123411033,0.7305015497099905,0.8658490747692003,0.7317284066772645,0.7305015497099905,0.8737785158269559,1.0552482749449938,1.2220211868274615,1.3600815037806189,1.4886798761288749,2.347736034702098,0.7305015497099905,0.7533886064869117,1.0596997270930615,1.8510996825326285,3.109381314240113,4.119270593173164,2.3477360347020984
0.5,0,8,2.3283578123411033,0.7305015497099905,0.8658490747692003,0.7317284066772645,0.7305015497099905,0.8737785158269559,1.0552482749449938,1.2220211868274615,1.3600815037806189,1.4886798761288749,2.347736034702098,0.7305015497099905,0.7533886064869117,1.0596997270930615,1.8510996825326285,3.109381314240113,4.119270593173164,2.3477360347020984
0.25,0,8,2.3283578123411033,0.7305015497099905,0.8658490747692003,0.7317284066772645,0.7305015497099905,0.8737785158269559,1.0552482749449938,1.2220211868274615,1.3600815037806189,1.4886798761288749,2.347736034702098,0.7305015497099905,0.7533886064869117,1.0596997270930615,1.8510996825326285,3.109381314240113,4.119270593173164,2.3477360347020984
0.1,0,8,2.3283578123411033,0.7305015497099905,0.8658490747692003,0.7317284066772645,0.7305015497099905,0.8737785158269559,1.0552482749449938,1.2220211868274615,1.3600815037806189,1.4886798761288749,2.347736034702098,0.7305015497099905,0.7533886064869117,1.0596997270930615,1.8510996825326285,3.109381314240113,4.119270593173164,2.3477360347020984
