percentage,feat_del,iteration,EV,SAA,Feature Driven,Feature Driven-L1,RF,FDRR_reform0,FDRR_reform1,FDRR_reform2,FDRR_reform3,FDRR_reform4,FDRR_reform5,FDRR_reform6,FDRR_reform7,FDRR_reform8,FDRR_reform9,FDRR_reform10,FDRR_reform11,FDRR_reform12,FDRR_reform13
0.1,9,9,1.0441647173628195,2.333018659301486,1.0382775273649918,1.0513088410163152,0.8450178118889979,0.9333468810181472,0.8559485747280712,0.8818864472179679,0.9551857742586214,1.0892397536935388,1.3106934373913426,1.628179034712497,2.0851732526272633,2.5014975253908474,3.086411353251779,3.6118399079687333,4.039748317825735,4.495377748289345,2.333018659301486
0.05,9,9,0.8723107143462032,2.333018659301486,0.8750600959620077,0.9635894108159495,0.824916448365183,0.8050975774105231,0.7877218091815702,0.8119445245349535,0.8880546616872078,1.030201462913494,1.2630786636688802,1.6009563935943387,2.0835999388043023,2.532585741544027,3.166891722955756,3.7231048379825546,4.1222581120594635,4.515230938380039,2.333018659301486
0.0,9,9,0.7169410733089869,2.333018659301486,0.7196597546084941,0.8091841478601567,0.7664235801397,0.7196597546084941,0.7154520074078154,0.7393209909631892,0.8164314727002564,0.963422748006126,1.2102977230215248,1.5694714656277928,2.088099106165355,2.579890805764933,3.267650468036546,3.8520726939383643,4.220139003241359,4.547357924163504,2.333018659301486
1.0,8,9,3.8298910198879987,2.333018659301486,3.7854590648240545,4.7172907669172615,1.892459887070066,2.6413390149613494,1.8494048723140541,1.8135709792114416,1.7459804168690434,1.653105764269912,1.5257782973735476,1.3519963613948132,1.121002705335174,0.8424546466491095,0.7922910640042603,1.47807885003051,2.656070481294337,3.967480635943385,2.333018659301486
0.5,8,9,2.283626211519601,2.333018659301486,2.2847474133983803,2.6907761256015714,1.3989450591282209,1.6928162836506875,1.3331579074219062,1.3292195758209187,1.3320243225902075,1.3571306763427107,1.4214817866153238,1.522257356519023,1.6672126202037743,1.7682571038097799,2.063966697913044,2.653590504757755,3.390802972516071,4.212570834984486,2.333018659301486
0.25,8,9,1.5584866199891505,2.333018659301486,1.55314037157719,1.691451929012649,1.0427918162460865,1.2007124071816042,1.0059624088818238,1.0188883053726472,1.0671369298384117,1.1642842587239577,1.3205650695198712,1.550220652434237,1.8927993546860016,2.2092668061900373,2.74310188551184,3.3421257647658993,3.883481392137374,4.3627561655039635,2.333018659301486
0.1,8,9,1.0333710734791806,2.333018659301486,1.0409896991244216,1.204279725942432,0.8567318235092393,0.9591707083461303,0.8442439889453403,0.8649695278560983,0.9288427932154371,1.0549473080818934,1.2680290388795379,1.572911247501849,2.009026570486633,2.405486621188205,2.994632354958233,3.5854810149207443,4.047894079805005,4.498937116348551,2.333018659301486
0.05,8,9,0.8060371840897246,2.333018659301486,0.8082870225095636,0.9631549693414613,0.8227032756929473,0.7947266725878368,0.7439330920486261,0.7662914644956484,0.8353651493009635,0.9708880562860477,1.2047807330361218,1.54667887918276,2.0407096550387798,2.5089254356255237,3.179002540398171,3.7726541723795686,4.166609387700104,4.5200059628081,2.333018659301486
0.0,8,9,0.7169410733089869,2.333018659301486,0.7196597546084941,0.8091841478601567,0.7664235801397,0.7196597546084941,0.7154520074078154,0.7393209909631892,0.8164314727002564,0.963422748006126,1.2102977230215248,1.5694714656277928,2.088099106165355,2.579890805764933,3.267650468036546,3.8520726939383643,4.220139003241359,4.547357924163504,2.333018659301486
1.0,7,9,3.8141231982743786,2.333018659301486,3.8253419393231374,4.844374271011484,1.5984858499702417,2.5037861778463695,1.654581081725152,1.5976821206107477,1.5068638463725994,1.387350316866825,1.230509808420179,1.0316754187543822,0.8184863573253589,0.7463336336832714,1.1329496716368554,2.021913928045366,3.1639299352411387,4.1211267183528255,2.333018659301486
0.5,7,9,2.2201067444056064,2.333018659301486,2.204200793429449,2.6866804051014896,1.1498421114836836,1.5686030821526449,1.1664459223201795,1.1524176601197362,1.146571374847984,1.1603890245936523,1.2079042377595928,1.299316065121923,1.4672694619892992,1.6941150960450777,2.249876295433917,2.9929135213931293,3.7353829121144613,4.341050832222229,2.333018659301486
0.25,7,9,1.4973828869949768,2.333018659301486,1.4726992413827917,1.8250123554499993,0.9747653477871496,1.104661322702733,0.9648726598547771,0.966496500929211,1.0026038603522947,1.0873284985869902,1.2361782551995566,1.4569603395376471,1.7902498667441693,2.1377173715300266,2.7386640900441024,3.3911716272878345,3.93880587042402,4.425160925513785,2.333018659301486
0.1,7,9,1.035828774751666,2.333018659301486,1.0372921209439045,1.1016145759024945,0.8235645060531036,0.865770836704062,0.8184965555008517,0.8387178883502378,0.9019306272578662,1.023880742647734,1.2346802736608082,1.540805952837151,1.9918968853640266,2.4276894999960557,3.092883466026604,3.714594893328743,4.148350058557691,4.522813573576362,2.333018659301486
0.05,7,9,0.9347598770455287,2.333018659301486,0.934834102334368,1.1998323506351876,0.8473114718656172,0.7871496489713152,0.75383845924711,0.7718223519975507,0.8397288031568599,0.9701648296232745,1.184421084588547,1.4956570283573818,1.9414566568668055,2.36144624008197,2.9887144713116345,3.6355263739730432,4.1506970399674845,4.525583574877634,2.333018659301486
0.0,7,9,0.7169410733089869,2.333018659301486,0.7196597546084941,0.8091841478601567,0.7664235801397,0.7196597546084941,0.7154520074078154,0.7393209909631892,0.8164314727002564,0.963422748006126,1.2102977230215248,1.5694714656277928,2.088099106165355,2.579890805764933,3.267650468036546,3.8520726939383643,4.220139003241359,4.547357924163504,2.333018659301486
1.0,6,9,3.836827613615721,2.333018659301486,3.876846825436414,4.794837553441156,1.3092178193386081,2.348667931669046,1.4594981800666798,1.383020867860158,1.2714391473977467,1.1343484936543164,0.9690420607628719,0.7995440927919657,0.727704033608853,0.9337881983809506,1.53780403220923,2.458036202801798,3.4393600520603713,4.21369022895944,2.333018659301486
0.5,6,9,2.267098571477491,2.333018659301486,2.293320899722147,2.738161067901841,1.0383477006960398,1.574831107660508,1.1219915432423562,1.0950130736254242,1.0770581529324537,1.0779354689373137,1.1122529618805663,1.20811579693518,1.4330333753788147,1.7829075608109217,2.422199428699307,3.1761029421889706,3.848025646615731,4.37071650398479,2.333018659301486
0.25,6,9,1.5956043900544277,2.333018659301486,1.607779553945302,1.8505353037743162,0.938711194135189,1.188021948059683,0.9386201419642797,0.9389187370030431,0.9677140228631983,1.0391390905130335,1.1672575248342323,1.3754909754768878,1.707483625386502,2.1065819671470343,2.782695241331933,3.507953398911843,4.041204093709735,4.4606213313006835,2.333018659301486
0.1,6,9,1.0423349803879585,2.333018659301486,1.0382603877814054,1.2026962592237405,0.8365210904457456,0.9129391605125589,0.8003294050506903,0.8159916633285152,0.8760898570914275,0.9954824313956547,1.2020100448441433,1.509727383515921,1.9666371788893402,2.424937526090376,3.0895291493798482,3.709674410080999,4.150495248980185,4.502784903276257,2.333018659301486
0.05,6,9,0.880020474124254,2.333018659301486,0.8824563143712454,0.9104342975090701,0.7687497858188914,0.7817568034594642,0.7408622727394651,0.7618612525397468,0.8323125140008153,0.9698773742119535,1.2017594471426334,1.5399485082883413,2.037942825152293,2.5223314914110104,3.211010619274955,3.809499860482612,4.200014583164012,4.538446720222095,2.333018659301486
0.0,6,9,0.7169410733089869,2.333018659301486,0.7196597546084941,0.8091841478601567,0.7664235801397,0.7196597546084941,0.7154520074078154,0.7393209909631892,0.8164314727002564,0.963422748006126,1.2102977230215248,1.5694714656277928,2.088099106165355,2.579890805764933,3.267650468036546,3.8520726939383643,4.220139003241359,4.547357924163504,2.333018659301486
1.0,5,9,3.908455371799088,2.333018659301486,3.9232422007629753,4.801453804815248,1.1255501388869955,2.2142628486666993,1.277475523700187,1.1863226262772484,1.0659533490581723,0.9260642419794496,0.7901102731148849,0.7304778180920648,0.8745166772974964,1.2672769754154554,1.9618466758643387,2.8854174684267715,3.7052663805921258,4.310604365696381,2.333018659301486
0.5,5,9,2.1854840684176806,2.333018659301486,2.2084272714694557,2.6717303806745707,0.9457799498020174,1.5655543263833032,0.9889816459409002,0.9554423323045519,0.9358769666660983,0.9409671489054947,0.9973795784706656,1.1487067914338145,1.4712608990701155,1.9120999395699008,2.6027348833211,3.3489259240463576,3.9612428178242745,4.426514805135998,2.333018659301486
0.25,5,9,1.3856142192927636,2.333018659301486,1.396185011006834,1.7058904237349908,0.8256546892807878,1.0833464135741164,0.8407919824576991,0.8347342220019901,0.8596770453062221,0.9314278638991182,1.0887578615502416,1.349247466182167,1.7913720094070136,2.2699673725759553,2.956354647747219,3.62520548129093,4.087924841525441,4.4943856938178754,2.333018659301486
0.1,5,9,1.0454067793218373,2.333018659301486,1.0440342519504517,1.0495493173393695,0.782267852750136,0.8951718519267149,0.7815238648246794,0.7997532280180208,0.8639767879172944,0.988395587314654,1.203440591500284,1.5294969497250068,2.0136909810598222,2.492175508886345,3.171062170817143,3.7951058383748304,4.191233103250357,4.532298221884704,2.333018659301486
0.05,5,9,0.8629646465266816,2.333018659301486,0.8626102115625538,1.0212584724686773,0.7813872085505547,0.8085189522996736,0.7424942837579558,0.7606759200600947,0.8244839144110861,0.9519241857801033,1.1741267311425847,1.5080825878570303,2.01780215199463,2.5151029118915624,3.2157321763153646,3.8197971478195636,4.203085299303391,4.534841328140228,2.333018659301486
0.0,5,9,0.7169410733089869,2.333018659301486,0.7196597546084941,0.8091841478601567,0.7664235801397,0.7196597546084941,0.7154520074078154,0.7393209909631892,0.8164314727002564,0.963422748006126,1.2102977230215248,1.5694714656277928,2.088099106165355,2.579890805764933,3.267650468036546,3.8520726939383643,4.220139003241359,4.547357924163504,2.333018659301486
1.0,4,9,3.903611520262961,2.333018659301486,3.912472028985082,4.513109197860483,0.9517934280782656,2.2062805990710426,1.0995546969494459,0.99894597035789,0.8793242612639989,0.7671232713443641,0.717630597590936,0.7952187371252146,1.1149784867998436,1.5764862299368188,2.2898723214743675,3.173249410228074,3.856090055371009,4.373755035286675,2.333018659301486
0.5,4,9,2.195489888377089,2.333018659301486,2.2328574527304976,2.460919814796707,0.8559772480148824,1.3507522099254026,0.8887327082013595,0.8539618383003429,0.842660106497473,0.8764260950173444,1.0112284728341765,1.2762252353291839,1.707697417750576,2.1781510286994483,2.8735895464128,3.543080169327999,4.037608499249559,4.424733641178638,2.333018659301486
0.25,4,9,1.5220324152223814,2.333018659301486,1.5358736955789032,1.7116908176343337,0.8370111758968144,1.0240117658888,0.8104047639842653,0.8047807211242476,0.8377572673590024,0.9296988132379748,1.1189000382991963,1.4260242545223496,1.9001734247325577,2.3789236708740713,3.0606911862733117,3.7192407645029344,4.144736151109846,4.495048819104103,2.333018659301486
0.1,4,9,1.0690290560116262,2.333018659301486,1.0734020733339253,1.1758631187940367,0.7849768532706698,0.8721539852158519,0.763848954172879,0.7733839459957518,0.8272931782060381,0.9437621461475786,1.164192171468655,1.5017851945013658,2.007034205154021,2.500316695481789,3.192000002299948,3.7959834182081402,4.178476079736578,4.533285292235957,2.333018659301486
0.05,4,9,0.9067156731268535,2.333018659301486,0.9095307869231711,1.014711512525987,0.7847178247537046,0.772037947732621,0.7331197572829701,0.7521064615941968,0.8198240100812386,0.9528957404387015,1.1832886133267635,1.5343819466065103,2.047570788814007,2.534856091585628,3.2228333548047052,3.8171651507758977,4.1913667299706185,4.53356969209598,2.333018659301486
0.0,4,9,0.7169410733089869,2.333018659301486,0.7196597546084941,0.8091841478601567,0.7664235801397,0.7196597546084941,0.7154520074078154,0.7393209909631892,0.8164314727002564,0.963422748006126,1.2102977230215248,1.5694714656277928,2.088099106165355,2.579890805764933,3.267650468036546,3.8520726939383643,4.220139003241359,4.547357924163504,2.333018659301486
1.0,3,9,3.8707989110837313,2.333018659301486,3.906721932505711,4.494773731708097,0.8614384748599976,2.076567265365329,0.9464768148456306,0.8479815798718818,0.758000106556467,0.724282929294608,0.7780626081908297,0.9803039229606725,1.3864794908400049,1.8737281924063716,2.599812866835574,3.407986292445873,4.000902340465083,4.428521793886718,2.333018659301486
0.5,3,9,2.3806695870488195,2.333018659301486,2.3818613509687023,2.740192981845138,0.820009651490217,1.3464678016064002,0.8444319719463103,0.8149839325622442,0.8117178226725273,0.870941247743312,1.0101501178355206,1.2780037559293804,1.7306414370238175,2.2069113273667016,2.8996539588659385,3.628456250735661,4.09909962685844,4.4816511907500916,2.333018659301486
0.25,3,9,1.557142416336584,2.333018659301486,1.575774196870573,1.6750688659409458,0.7838268502387595,0.9943027561390967,0.7775598217898915,0.7757754388079162,0.8174351134690113,0.9253549689637134,1.1239193585926663,1.4376916501766197,1.920535303124867,2.4230131236044024,3.1186585276909216,3.744906430964992,4.1613699067504015,4.5140205805318985,2.333018659301486
0.1,3,9,0.9801726715368937,2.333018659301486,0.9819719293591453,1.1787033549770216,0.7774423033326094,0.830274162873065,0.7348497456683115,0.7496354814803372,0.8130667781761268,0.9463319380598608,1.1721792568083886,1.5047803274251916,2.0001507538749537,2.4799408188381844,3.1873465212853067,3.814441662976477,4.2041162998829735,4.538645052683876,2.333018659301486
0.05,3,9,0.8782159586763083,2.333018659301486,0.8807529804737924,0.9462485269007275,0.7683543143059752,0.7612453000478538,0.7286833990000713,0.746147695968305,0.8140033773434217,0.9494181000835816,1.1879352117828135,1.5457544296758232,2.0594215620290353,2.547025995169006,3.2396343872478233,3.842442436456261,4.212589438054732,4.540866872353274,2.333018659301486
0.0,3,9,0.7169410733089869,2.333018659301486,0.7196597546084941,0.8091841478601567,0.7664235801397,0.7196597546084941,0.7154520074078154,0.7393209909631892,0.8164314727002564,0.963422748006126,1.2102977230215248,1.5694714656277928,2.088099106165355,2.579890805764933,3.267650468036546,3.8520726939383643,4.220139003241359,4.547357924163504,2.333018659301486
1.0,2,9,4.018884820824844,2.333018659301486,3.9836611075035564,3.9192519352808386,0.7958450711378752,1.7510838687334718,0.8135628636977955,0.7396837738098504,0.7129743986137961,0.7506219917478824,0.8939303943165406,1.1725247362851063,1.6344433945725514,2.12836518424726,2.861619385276188,3.589245482010704,4.091836007503161,4.477887326552949,2.333018659301486
0.5,2,9,2.3173083942195247,2.333018659301486,2.318844384132301,2.5076110368511664,0.7720667700305076,1.234367578114939,0.7567727814040155,0.7297348394105415,0.7521904471210817,0.8407056031137553,1.0344379781508886,1.3510911660025062,1.8373344359348909,2.3337104754271665,3.0606404260048796,3.7265847885266377,4.164541484930467,4.517622076323422,2.333018659301486
0.25,2,9,1.5141806816939243,2.333018659301486,1.5269149161220206,1.8306654135672595,0.7863647485467147,0.8815124839322188,0.7238302950775756,0.722128438632483,0.7763512662926425,0.8956190562210068,1.1213056380690816,1.468907704638695,1.965694766743963,2.445163089841734,3.1455323290302997,3.7717690856238573,4.18631183818437,4.525706749126041,2.333018659301486
0.1,2,9,1.1743725711666926,2.333018659301486,1.173829655943888,1.209633076143614,0.7696560026130446,0.8435758680443118,0.7209662669769581,0.7355832713504279,0.7997825690852802,0.9329048333031486,1.175189920417364,1.526469367853977,2.0289566106489483,2.513452029176534,3.226077922378137,3.826740381078186,4.203601227473657,4.5412060417435525,2.333018659301486
0.05,2,9,0.9335185376138843,2.333018659301486,0.933053846497307,0.9605533531093009,0.7725362749081687,0.751876606984276,0.726186327868882,0.7432307315696441,0.8141270280252006,0.9547325110634778,1.1933755128466572,1.5437011732516668,2.05645011134709,2.5497013970174534,3.2431131195371226,3.8370835950948736,4.212460634308682,4.544774796088758,2.333018659301486
0.0,2,9,0.7169410733089869,2.333018659301486,0.7196597546084941,0.8091841478601567,0.7664235801397,0.7196597546084941,0.7154520074078154,0.7393209909631892,0.8164314727002564,0.963422748006126,1.2102977230215248,1.5694714656277928,2.088099106165355,2.579890805764933,3.267650468036546,3.8520726939383643,4.220139003241359,4.547357924163504,2.333018659301486
1.0,1,9,4.108832749316101,2.333018659301486,4.108832749316101,3.077755611739075,0.7603682305087447,1.3297211822244122,0.7308844070983482,0.7144649200660691,0.7440990547581946,0.8448866216953055,1.045652714233214,1.3722682712725318,1.8691613176046489,2.364083524546411,3.086764059570364,3.7338894746329787,4.167471379150346,4.517710600455955,2.333018659301486
0.5,1,9,2.5160980315662513,2.333018659301486,2.517923540374267,1.9028750562884253,0.759353391393945,0.9809060125837457,0.7262902284258875,0.727604832943807,0.774394748967735,0.8998573520393415,1.1223247469016953,1.4701143522304239,1.9726742448508776,2.4641003436592808,3.1699363769317808,3.7904409256428107,4.192116936565455,4.53220826241798,2.333018659301486
0.25,1,9,1.507075241644635,2.333018659301486,1.5092178047583067,1.31627904414508,0.7584270798387646,0.8535021543151369,0.7149182565694469,0.7284131281194128,0.7995113296008095,0.9348028145366002,1.1704046430978015,1.5230398155748406,2.0351052762535713,2.532047078333308,3.224645597979035,3.8185653637173385,4.205979275875412,4.5395440499899795,2.333018659301486
0.1,1,9,0.9903718961525038,2.333018659301486,0.9926433210835014,1.0138240292363814,0.7597780869943721,0.7481489030640719,0.7209143584865212,0.7409210525072871,0.8132635584012825,0.9564714942392143,1.1964003744314697,1.5521958400878118,2.0715131004307663,2.5614448305740845,3.255274271160396,3.8454242220660237,4.216539174170551,4.544678982201763,2.333018659301486
0.05,1,9,0.8699031208056723,2.333018659301486,0.8723832113398312,0.9085034746767626,0.7672653313393613,0.7442972343088199,0.7144083366711608,0.7355561137331386,0.8109175097037117,0.9573812096283371,1.2017672029857835,1.561363158925233,2.078078706562504,2.5682662634823337,3.2594058690054877,3.8450522543032895,4.216542818592292,4.545734516402691,2.333018659301486
0.0,1,9,0.7169410733089869,2.333018659301486,0.7196597546084941,0.8091841478601567,0.7664235801397,0.7196597546084941,0.7154520074078154,0.7393209909631892,0.8164314727002564,0.963422748006126,1.2102977230215248,1.5694714656277928,2.088099106165355,2.579890805764933,3.267650468036546,3.8520726939383643,4.220139003241359,4.547357924163504,2.333018659301486
1.0,0,9,0.7169410733089869,2.333018659301486,0.7196597546084941,0.8091841478601567,0.7664235801397,0.7196597546084941,0.7154520074078154,0.7393209909631892,0.8164314727002564,0.963422748006126,1.2102977230215248,1.5694714656277928,2.088099106165355,2.579890805764933,3.267650468036546,3.8520726939383643,4.220139003241359,4.547357924163504,2.333018659301486
0.5,0,9,0.7169410733089869,2.333018659301486,0.7196597546084941,0.8091841478601567,0.7664235801397,0.7196597546084941,0.7154520074078154,0.7393209909631892,0.8164314727002564,0.963422748006126,1.2102977230215248,1.5694714656277928,2.088099106165355,2.579890805764933,3.267650468036546,3.8520726939383643,4.220139003241359,4.547357924163504,2.333018659301486
