,0,1
SAA,1.1102536839300714,2.189672370472378
FD,0.3735284953027608,0.940888337225777
FD Market Features,0.37247341796405353,0.9778092162227879
RF,0.40001861418615586,1.0212260776632869
RF Market Features,0.3939964228502,0.992939189004251
FD-L1,0.3721699353732086,0.9682108741417162
CVaR,0.3665978005352853,0.9209350549986588
